,Binomial,Range_m,Genus,Family,Order,AdultBodyMassG,GenerationLengthD,RedListStatus,TrophicLevel,Range
70,Akodon cursor,824145087433.86,Akodon,Cricetidae,Rodentia,39.84,589.3882991,LC,Omnivore,824145.08743386
71,Akodon dayi,289331634415.26196,Akodon,Cricetidae,Rodentia,32.49,589.3882991,LC,Omnivore,289331.634415262
72,Akodon dolores,809586618166.668,Akodon,Cricetidae,Rodentia,50.49,589.3882991,LC,Omnivore,809586.618166668
73,Akodon fumeus,151082142480.62198,Akodon,Cricetidae,Rodentia,22.69,589.3882991,LC,Omnivore,151082.142480622
74,Akodon iniscatus,573428042370.265,Akodon,Cricetidae,Rodentia,28.7,589.3882991,LC,Omnivore,573428.042370265
75,Akodon juninensis,115454096357.99901,Akodon,Cricetidae,Rodentia,38.99,589.3882991,LC,Omnivore,115454.096357999
76,Akodon kofordi,13610994092.0856,Akodon,Cricetidae,Rodentia,29.49,589.3882991,LC,Omnivore,13610.9940920856
77,Akodon lindberghi,6823733578.59071,Akodon,Cricetidae,Rodentia,26.4,589.3882991,DD,Omnivore,6823.733578590711
78,Akodon lutescens,118603690135.15302,Akodon,Cricetidae,Rodentia,20.69,589.3882991,LC,Omnivore,118603.69013515301
79,Akodon mimus,57439277643.9501,Akodon,Cricetidae,Rodentia,23.99,589.3882991,LC,Omnivore,57439.277643950096
80,Akodon molinae,429193487575.575,Akodon,Cricetidae,Rodentia,32.99,589.3882991,LC,Omnivore,429193.487575575
81,Akodon mollis,265351806490.43103,Akodon,Cricetidae,Rodentia,30.39,589.3882991,LC,Omnivore,265351.806490431
82,Akodon montensis,1050409371212.1,Akodon,Cricetidae,Rodentia,34.65,589.3882991,LC,Omnivore,1050409.3712121001
83,Akodon mystax,470564415.27580595,Akodon,Cricetidae,Rodentia,32.51675676,589.3882991,DD,Omnivore,470.56441527580597
84,Akodon orophilus,33882521333.9711,Akodon,Cricetidae,Rodentia,38.99,589.3882991,LC,Omnivore,33882.5213339711
85,Akodon paranaensis,482668960977.056,Akodon,Cricetidae,Rodentia,32.51675676,589.3882991,LC,Omnivore,482668.960977056
86,Akodon pervalens,29095851896.1263,Akodon,Cricetidae,Rodentia,32.51675676,589.3882991,DD,Omnivore,29095.8518961263
87,Akodon philipmyersi,2113645185.34118,Akodon,Cricetidae,Rodentia,23.0,589.3882991,DD,Omnivore,2113.64518534118
88,Akodon reigi,65868071331.8508,Akodon,Cricetidae,Rodentia,32.51675676,589.3882991,LC,Omnivore,65868.0713318508
89,Akodon sanctipaulensis,758196660.021224,Akodon,Cricetidae,Rodentia,27.1,589.3882991,DD,Omnivore,758.196660021224
90,Akodon serrensis,275871625048.412,Akodon,Cricetidae,Rodentia,28.3,589.3882991,LC,Omnivore,275871.625048412
91,Akodon siberiae,25253903988.8276,Akodon,Cricetidae,Rodentia,34.6,589.3882991,NT,Omnivore,25253.9039888276
92,Akodon simulator,156808587440.728,Akodon,Cricetidae,Rodentia,42.5,589.3882991,LC,Omnivore,156808.587440728
93,Akodon spegazzinii,56727714255.5455,Akodon,Cricetidae,Rodentia,28.6,589.3882991,LC,Omnivore,56727.7142555455
94,Akodon subfuscus,171092782757.145,Akodon,Cricetidae,Rodentia,30.39,589.3882991,LC,Omnivore,171092.782757145
95,Akodon surdus,16434639082.5699,Akodon,Cricetidae,Rodentia,38.99,589.3882991,VU,Omnivore,16434.639082569898
96,Akodon sylvanus,39317422568.3455,Akodon,Cricetidae,Rodentia,38.99,589.3882991,LC,Omnivore,39317.4225683455
97,Akodon toba,443710583711.491,Akodon,Cricetidae,Rodentia,51.2,589.3882991,LC,Omnivore,443710.583711491
98,Akodon torques,66658262867.0339,Akodon,Cricetidae,Rodentia,38.99,589.3882991,LC,Omnivore,66658.2628670339
99,Akodon varius,244639989062.43698,Akodon,Cricetidae,Rodentia,40.0,589.3882991,DD,Omnivore,244639.989062437
100,Alionycteris paucidentata,5062760988.02025,Alionycteris,Pteropodidae,Chiroptera,16.24,1553.7908730000001,LC,Herbivore,5062.76098802025
101,Allactaga balikunica,234833463551.849,Allactaga,Dipodidae,Rodentia,72.5,625.1262,LC,Omnivore,234833.46355184898
102,Allactaga bullata,1563030110070.81,Allactaga,Dipodidae,Rodentia,72.5,625.1262,LC,Omnivore,1563030.11007081
103,Allactaga elater,3246019055762.4,Allactaga,Dipodidae,Rodentia,59.0,625.1262,LC,Omnivore,3246019.0557624
104,Allactaga euphratica,734308906934.771,Allactaga,Dipodidae,Rodentia,232.0,625.1262,NT,Herbivore,734308.906934771
105,Allactaga firouzi,1316186051.83535,Allactaga,Dipodidae,Rodentia,114.19645390000001,625.1262,DD,Herbivore,1316.18605183535
106,Allactaga hotsoni,497396337510.591,Allactaga,Dipodidae,Rodentia,76.5,625.1262,LC,Herbivore,497396.337510591
107,Allactaga major,4297349435173.47,Allactaga,Dipodidae,Rodentia,350.0,625.1262,LC,Herbivore,4297349.43517347
108,Allactaga severtzovi,706422241483.4109,Allactaga,Dipodidae,Rodentia,159.0,625.1262,LC,Herbivore,706422.2414834109
109,Allactaga sibirica,5412810787054.57,Allactaga,Dipodidae,Rodentia,97.5,625.1262,LC,Insectivore,5412810.78705457
110,Allactaga tetradactyla,103462202171.899,Allactaga,Dipodidae,Rodentia,52.0,625.1262,DD,Herbivore,103462.202171899
111,Allactaga vinogradovi,53732796172.8194,Allactaga,Dipodidae,Rodentia,61.83099239,625.1262,NT,Herbivore,53732.796172819406
112,Allactaga williamsi,705702773489.4141,Allactaga,Dipodidae,Rodentia,23.33,625.1262,LC,Herbivore,705702.773489414
113,Allactodipus bobrinskii,275856828623.153,Allactodipus,Dipodidae,Rodentia,65.0,726.1971375,LC,Omnivore,275856.82862315304
114,Allenopithecus nigroviridis,506344525467.479,Allenopithecus,Cercopithecidae,Primates,4749.96,4024.409658,LC,Herbivore,506344.52546747896
115,Allocebus trichotis,42841156889.5867,Allocebus,Cheirogaleidae,Primates,78.09,2053.5145,VU,Omnivore,42841.1568895867
116,Allocricetulus curtatus,1332299974381.92,Allocricetulus,Cricetidae,Rodentia,47.833,589.3882991,LC,Herbivore,1332299.97438192
117,Allocricetulus eversmanni,1776747236458.83,Allocricetulus,Cricetidae,Rodentia,115.55799999999999,766.22453,LC,Omnivore,1776747.23645883
118,Alouatta arctoidea,406536222020.425,Alouatta,Atelidae,Primates,6361.288889,3888.341186,LC,Herbivore,406536.222020425
119,Alouatta belzebul,866703125217.917,Alouatta,Atelidae,Primates,6157.91,4380.0,VU,Herbivore,866703.125217917
120,Alouatta caraya,3064210801580.09,Alouatta,Atelidae,Primates,5576.96,3750.594,LC,Herbivore,3064210.80158009
121,Alouatta discolor,375740768399.91797,Alouatta,Atelidae,Primates,6361.288889,4015.0,VU,Herbivore,375740.768399918
122,Alouatta macconnelli,1763215525908.69,Alouatta,Atelidae,Primates,7250.0,3888.341186,LC,Herbivore,1763215.52590869
123,Alouatta nigerrima,236116252263.432,Alouatta,Atelidae,Primates,6320.0,3888.341186,LC,Herbivore,236116.252263432
124,Alouatta palliata,567394543485.214,Alouatta,Atelidae,Primates,6576.99,3574.6373,LC,Herbivore,567394.543485214
125,Alouatta pigra,239988907291.63,Alouatta,Atelidae,Primates,7172.06,3650.0,EN,Herbivore,239988.90729163
126,Alouatta sara,341402344224.534,Alouatta,Atelidae,Primates,6611.04,3888.341186,LC,Herbivore,341402.344224534
128,Alticola albicaudus,80158525103.8799,Alticola,Cricetidae,Rodentia,42.21130602,589.3882991,DD,Herbivore,80158.5251038799
129,Alticola argentatus,1380081447126.09,Alticola,Cricetidae,Rodentia,37.69,589.3882991,LC,Herbivore,1380081.44712609
130,Alticola barakshin,225997245827.148,Alticola,Cricetidae,Rodentia,46.25861204,589.3882991,LC,Herbivore,225997.245827148
131,Alticola lemminus,2068206895588.52,Alticola,Cricetidae,Rodentia,46.25861204,589.3882991,LC,Herbivore,2068206.89558852
132,Alticola macrotis,379222823785.50604,Alticola,Cricetidae,Rodentia,36.0,589.3882991,LC,Herbivore,379222.823785506
133,Alticola montosa,19533933332.5779,Alticola,Cricetidae,Rodentia,46.25861204,589.3882991,VU,Herbivore,19533.9333325779
134,Alticola olchonensis,1348367963.58064,Alticola,Cricetidae,Rodentia,42.21130602,589.3882991,EN,Herbivore,1348.3679635806402
135,Alticola roylei,38435413516.5327,Alticola,Cricetidae,Rodentia,37.0,589.3882991,NT,Herbivore,38435.4135165327
136,Alticola semicanus,671213841189.326,Alticola,Cricetidae,Rodentia,46.25861204,589.3882991,LC,Herbivore,671213.841189326
137,Alticola stoliczkanus,2306364090188.44,Alticola,Cricetidae,Rodentia,30.14,589.3882991,LC,Herbivore,2306364.09018844
138,Alticola strelzowi,441285332093.572,Alticola,Cricetidae,Rodentia,49.99,589.3882991,LC,Herbivore,441285.332093572
139,Alticola tuvinicus,134541204425.013,Alticola,Cricetidae,Rodentia,46.25861204,589.3882991,LC,Herbivore,134541.204425013
140,Amblysomus corriae,50632840441.4526,Amblysomus,Chrysochloridae,Afrosoricida,44.845,1036.557583,NT,Insectivore,50632.8404414526
141,Amblysomus hottentotus,212483168641.849,Amblysomus,Chrysochloridae,Afrosoricida,62.6,1036.557583,LC,Insectivore,212483.16864184898
142,Amblysomus marleyi,1402682745.5701401,Amblysomus,Chrysochloridae,Afrosoricida,36.245,1036.557583,EN,Insectivore,1402.68274557014
143,Amblysomus robustus,1734947535.27874,Amblysomus,Chrysochloridae,Afrosoricida,79.5,1036.557583,VU,Insectivore,1734.94753527874
145,Ametrida centurio,5766469120322.01,Ametrida,Phyllostomidae,Chiroptera,10.61,2064.27635,LC,Herbivore,5766469.12032201
146,Ammodillus imbellis,210235628157.969,Ammodillus,Muridae,Rodentia,49.99,624.3996409,DD,Omnivore,210235.62815796898
147,Ammospermophilus harrisii,269488409870.571,Ammospermophilus,Sciuridae,Rodentia,126.57,1044.55125,LC,Omnivore,269488.409870571
148,Ammospermophilus interpres,312449218476.289,Ammospermophilus,Sciuridae,Rodentia,112.53,1044.55125,LC,Omnivore,312449.218476289
149,Ammospermophilus leucurus,990845740805.101,Ammospermophilus,Sciuridae,Rodentia,103.92,1205.3128,LC,Omnivore,990845.7408051009
151,Amorphochilus schnablii,178408336410.82602,Amorphochilus,Furipteridae,Chiroptera,3.3,2070.5310280000003,VU,Insectivore,178408.336410826
152,Amphinectomys savamis,991214108.6685109,Amphinectomys,Cricetidae,Rodentia,214.0,766.22453,DD,Omnivore,991.214108668511
153,Anathana ellioti,1366073823972.78,Anathana,Tupaiidae,Scandentia,160.0,1458.084583,LC,Omnivore,1366073.82397278
154,Andalgalomys olrogi,57114934434.5899,Andalgalomys,Cricetidae,Rodentia,32.9,589.3882991,LC,Omnivore,57114.9344345899
155,Andalgalomys pearsoni,139008134140.93802,Andalgalomys,Cricetidae,Rodentia,25.4,589.3882991,LC,Omnivore,139008.134140938
156,Andinomys edax,228613140662.26102,Andinomys,Cricetidae,Rodentia,69.75,589.3882991,LC,Herbivore,228613.14066226102
157,Anisomys imitator,181682747955.79398,Anisomys,Muridae,Rodentia,510.5,639.6318318,LC,Herbivore,181682.74795579398
158,Anomalurus beecrofti,3245229510981.0,Anomalurus,Anomaluridae,Rodentia,479.07,1032.923574,LC,Omnivore,3245229.510981
159,Anomalurus derbianus,5752726981076.22,Anomalurus,Anomaluridae,Rodentia,665.84,1032.923574,LC,Omnivore,5752726.98107622
160,Anomalurus pelii,242873006515.78302,Anomalurus,Anomaluridae,Rodentia,1769.99,2113.949682,DD,Omnivore,242873.006515783
161,Anomalurus pusillus,573139903460.054,Anomalurus,Anomaluridae,Rodentia,250.0,1032.923574,LC,Omnivore,573139.903460054
162,Anonymomys mindorensis,594231180.533112,Anonymomys,Muridae,Rodentia,141.0605074,639.6318318,DD,Omnivore,594.231180533112
163,Anotomys leander,12508222670.6263,Anotomys,Cricetidae,Rodentia,66.39,589.3882991,VU,Insectivore,12508.222670626299
164,Anoura caudifer,5940526443091.35,Anoura,Phyllostomidae,Chiroptera,10.81,2064.27635,LC,Omnivore,5940526.44309135
165,Anoura cultrata,757500042456.7671,Anoura,Phyllostomidae,Chiroptera,17.39,2064.27635,LC,Herbivore,757500.042456767
166,Anoura fistulata,21786699092.2789,Anoura,Phyllostomidae,Chiroptera,14.6025,2064.27635,DD,Herbivore,21786.699092278897
167,Anoura geoffroyi,8204430350129.12,Anoura,Phyllostomidae,Chiroptera,15.15,2064.27635,LC,Insectivore,8204430.35012912
168,Anoura latidens,710044889277.7941,Anoura,Phyllostomidae,Chiroptera,15.06,2064.27635,LC,Omnivore,710044.889277794
169,Anoura luismanueli,84559691689.4077,Anoura,Phyllostomidae,Chiroptera,14.6025,2064.27635,LC,Omnivore,84559.6916894077
170,Anourosorex assamensis,17604067253.7611,Anourosorex,Soricidae,Eulipotyphla,20.0,379.2929563,LC,Insectivore,17604.067253761103
171,Anourosorex schmidi,7900248234.82442,Anourosorex,Soricidae,Eulipotyphla,16.05244685,379.2929563,DD,Insectivore,7900.24823482442
172,Anourosorex squamipes,1189018753678.13,Anourosorex,Soricidae,Eulipotyphla,20.0,379.2929563,LC,Insectivore,1189018.75367813
173,Anourosorex yamashinai,34157023414.4944,Anourosorex,Soricidae,Eulipotyphla,8.157340556,426.9101194,LC,Insectivore,34157.0234144944
174,Antechinus adustus,4920270575.97129,Antechinus,Dasyuridae,Dasyuromorphia,30.5,626.1779713999999,LC,Insectivore,4920.27057597129
175,Antechinus agilis,163654965251.746,Antechinus,Dasyuridae,Dasyuromorphia,22.13,797.9786,LC,Carnivore,163654.965251746
176,Antechinus flavipes,1008833389047.62,Antechinus,Dasyuridae,Dasyuromorphia,44.33,663.3818,LC,Carnivore,1008833.38904762
177,Antechinus godmani,3599521609.33145,Antechinus,Dasyuridae,Dasyuromorphia,75.74,626.1779713999999,NT,Carnivore,3599.5216093314502
178,Antechinus leo,4393221028.791389,Antechinus,Dasyuridae,Dasyuromorphia,70.09,533.43285,LC,Insectivore,4393.2210287913895
179,Antechinus minimus,76275708595.4267,Antechinus,Dasyuridae,Dasyuromorphia,52.56,505.49585,LC,Carnivore,76275.7085954267
180,Antechinus stuartii,118336847226.85301,Antechinus,Dasyuridae,Dasyuromorphia,29.01,716.36965,LC,Carnivore,118336.847226853
181,Antechinus subtropicus,9618051988.10944,Antechinus,Dasyuridae,Dasyuromorphia,46.86444444,626.1779713999999,LC,Insectivore,9618.05198810944
182,Antechinus swainsonii,314283026685.584,Antechinus,Dasyuridae,Dasyuromorphia,58.69,544.46525,LC,Carnivore,314283.026685584
183,Anthops ornatus,21294851823.6545,Anthops,Hipposideridae,Chiroptera,19.66146341,1834.2256,DD,Insectivore,21294.8518236545
184,Antrozous pallidus,4367598171086.91,Antrozous,Vespertilionidae,Chiroptera,22.24,1524.0575,LC,Insectivore,4367598.17108691
185,Aonyx capensis,11817071133471.9,Aonyx,Mustelidae,Carnivora,19322.22,1622.093517,NT,Insectivore,11817071.1334719
186,Aonyx congicus,2924429886418.55,Aonyx,Mustelidae,Carnivora,23800.2,2354.85,NT,Insectivore,2924429.88641855
187,Aotus azarae,3162911566179.56,Aotus,Aotidae,Primates,929.57,3047.8376,LC,Omnivore,3162911.56617956
188,Aotus brumbacki,123964536996.31801,Aotus,Aotidae,Primates,800.0,2920.0,VU,Omnivore,123964.53699631801
189,Aotus griseimembra,234087461463.686,Aotus,Aotidae,Primates,966.0,2920.0,VU,Omnivore,234087.46146368602
190,Aotus jorgehernandezi,1186239871.12173,Aotus,Aotidae,Primates,889.745,3047.8376,DD,Omnivore,1186.23987112173
191,Aotus lemurinus,177191578759.668,Aotus,Aotidae,Primates,865.96,2920.0,VU,Omnivore,177191.57875966802
192,Aotus miconax,59473292648.1231,Aotus,Aotidae,Primates,800.0,2920.0,VU,Omnivore,59473.2926481231
193,Aotus nancymaae,492727889875.96295,Aotus,Aotidae,Primates,791.03,3047.8376,VU,Omnivore,492727.889875963
194,Aotus nigriceps,1548698791750.9,Aotus,Aotidae,Primates,1057.0,3047.8376,LC,Omnivore,1548698.7917509
195,Aotus trivirgatus,752044697749.5029,Aotus,Aotidae,Primates,912.4,3559.188,LC,Omnivore,752044.697749503
196,Aotus vociferans,1016997305419.36,Aotus,Aotidae,Primates,872.99,3047.8376,LC,Omnivore,1016997.30541936
197,Aotus zonalis,154691812086.015,Aotus,Aotidae,Primates,902.5,3047.8376,DD,Omnivore,154691.812086015
198,Apodemus agrarius,11531274744762.3,Apodemus,Muridae,Rodentia,21.11,504.40745,LC,Omnivore,11531274.7447623
199,Apodemus alpicola,110824156071.59,Apodemus,Muridae,Rodentia,28.055,554.1929125,LC,Omnivore,110824.15607159
200,Apodemus argenteus,366528074753.24896,Apodemus,Muridae,Rodentia,15.0,572.56,LC,Omnivore,366528.074753249
201,Apodemus chevrieri,720401612572.8009,Apodemus,Muridae,Rodentia,32.9,554.1929125,LC,Herbivore,720401.612572801
202,Apodemus draco,1798566218735.1,Apodemus,Muridae,Rodentia,22.25,554.1929125,LC,Omnivore,1798566.2187351002
203,Apodemus epimelas,174107586797.832,Apodemus,Muridae,Rodentia,63.85388804,554.1929125,LC,Omnivore,174107.586797832
204,Apodemus flavicollis,6066721939673.64,Apodemus,Muridae,Rodentia,31.6,513.1567,LC,Herbivore,6066721.93967364
205,Apodemus gurkha,12707059532.598999,Apodemus,Muridae,Rodentia,39.9,554.1929125,LC,Omnivore,12707.059532599
206,Apodemus hyrcanicus,48562597874.76401,Apodemus,Muridae,Rodentia,63.85388804,554.1929125,NT,Omnivore,48562.597874764004
207,Apodemus latronum,536889579054.21204,Apodemus,Muridae,Rodentia,35.2,554.1929125,LC,Omnivore,536889.5790542121
208,Apodemus mystacinus,804373763156.529,Apodemus,Muridae,Rodentia,43.84,554.1929125,LC,Omnivore,804373.763156529
209,Apodemus pallipes,783330335910.119,Apodemus,Muridae,Rodentia,63.85388804,554.1929125,LC,Omnivore,783330.3359101191
210,Apodemus peninsulae,8904772413030.56,Apodemus,Muridae,Rodentia,32.9,554.1929125,LC,Omnivore,8904772.41303056
211,Apodemus ponticus,347630589063.924,Apodemus,Muridae,Rodentia,26.7,554.1929125,LC,Omnivore,347630.589063924
212,Apodemus rusiges,112755032336.43901,Apodemus,Muridae,Rodentia,21.5,554.1929125,LC,Omnivore,112755.032336439
213,Apodemus semotus,33914896749.0851,Apodemus,Muridae,Rodentia,25.77,554.1929125,LC,Omnivore,33914.8967490851
214,Apodemus speciosus,368742872132.31604,Apodemus,Muridae,Rodentia,43.75,554.1929125,LC,Omnivore,368742.872132316
215,Apodemus sylvaticus,5002127465487.76,Apodemus,Muridae,Rodentia,21.9,626.6475,LC,Omnivore,5002127.46548776
216,Apodemus uralensis,7246038995806.33,Apodemus,Muridae,Rodentia,18.26,554.1929125,LC,Omnivore,7246038.99580633
217,Apodemus witherbyi,1580976993694.15,Apodemus,Muridae,Rodentia,20.66,554.1929125,LC,Omnivore,1580976.99369415
218,Apomys abrae,12463642897.4061,Apomys,Muridae,Rodentia,34.88,624.3996409,LC,Omnivore,12463.642897406102
219,Apomys camiguinensis,73715536.7340254,Apomys,Muridae,Rodentia,32.69125,624.3996409,VU,Omnivore,73.7155367340254
220,Apomys datae,11591318419.9977,Apomys,Muridae,Rodentia,34.88,624.3996409,LC,Omnivore,11591.3184199977
221,Apomys gracilirostris,571340255.324826,Apomys,Muridae,Rodentia,32.69125,624.3996409,LC,Omnivore,571.340255324826
222,Apomys hylocetes,4399293483.46999,Apomys,Muridae,Rodentia,34.88,624.3996409,LC,Omnivore,4399.29348346999
223,Apomys insignis,94959732182.7179,Apomys,Muridae,Rodentia,34.88,624.3996409,LC,Omnivore,94959.7321827179
224,Apomys littoralis,7898757638.780741,Apomys,Muridae,Rodentia,30.95,624.3996409,DD,Omnivore,7898.757638780741
225,Apomys microdon,61956393856.3566,Apomys,Muridae,Rodentia,34.98,624.3996409,LC,Omnivore,61956.393856356604
226,Apomys musculus,47774032004.5248,Apomys,Muridae,Rodentia,21.2,624.3996409,LC,Omnivore,47774.03200452481
227,Apomys sacobianus,951477061.058665,Apomys,Muridae,Rodentia,34.88,624.3996409,LC,Omnivore,951.477061058665
229,Arborimus albipes,77753368622.2442,Arborimus,Cricetidae,Rodentia,23.0,589.3882991,LC,Herbivore,77753.3686222442
232,Archboldomys luzonensis,22211298.209695,Archboldomys,Muridae,Rodentia,35.34,624.3996409,VU,Insectivore,22.211298209695002
233,Arctictis binturong,2942897255244.19,Arctictis,Viverridae,Carnivora,12999.99,3650.0,VU,Omnivore,2942897.25524419
234,Arctocebus aureus,667483550640.2,Arctocebus,Lorisidae,Primates,234.16,1672.7732,LC,Omnivore,667483.5506401999
235,Arctocebus calabarensis,148437984481.801,Arctocebus,Lorisidae,Primates,258.01,1672.7732,LC,Omnivore,148437.984481801
236,Arctogalidia trivirgata,2539703898423.33,Arctogalidia,Viverridae,Carnivora,2323.79,1825.0,LC,Omnivore,2539703.89842333
237,Arctonyx collaris,1373283894874.41,Arctonyx,Mustelidae,Carnivora,8166.52,1798.679445,VU,Omnivore,1373283.89487441
238,Ardops nichollsi,4742706970.770229,Ardops,Phyllostomidae,Chiroptera,19.23,2064.27635,LC,Herbivore,4742.706970770229
239,Arielulus aureocollaris,2503211916.05161,Arielulus,Vespertilionidae,Chiroptera,10.4,2051.6662079999996,LC,Insectivore,2503.21191605161
240,Arielulus circumdatus,170230896246.138,Arielulus,Vespertilionidae,Chiroptera,10.4,2051.6662079999996,LC,Insectivore,170230.896246138
241,Arielulus cuprosus,2630004939.9060698,Arielulus,Vespertilionidae,Chiroptera,10.4,2051.6662079999996,VU,Insectivore,2630.00493990607
242,Arielulus societatis,12278049895.5463,Arielulus,Vespertilionidae,Chiroptera,10.4,2051.6662079999996,VU,Insectivore,12278.049895546299
243,Arielulus torquatus,35902513602.4344,Arielulus,Vespertilionidae,Chiroptera,10.4,2051.6662079999996,LC,Insectivore,35902.5136024344
244,Ariteus flavescens,11021007211.026001,Ariteus,Phyllostomidae,Chiroptera,22.96761263,2064.27635,LC,Omnivore,11021.007211026
245,Artibeus amplus,1641783092292.73,Artibeus,Phyllostomidae,Chiroptera,61.04,1920.4777,LC,Omnivore,1641783.09229273
246,Artibeus concolor,6437731245762.67,Artibeus,Phyllostomidae,Chiroptera,19.65,1920.4777,LC,Herbivore,6437731.24576267
247,Artibeus fimbriatus,1480430650677.85,Artibeus,Phyllostomidae,Chiroptera,63.89,1920.4777,LC,Omnivore,1480430.65067785
248,Artibeus fraterculus,302070729434.01196,Artibeus,Phyllostomidae,Chiroptera,29.86285714,1920.4777,LC,Omnivore,302070.72943401197
249,Artibeus hirsutus,228810568763.08603,Artibeus,Phyllostomidae,Chiroptera,40.42,1920.4777,LC,Omnivore,228810.56876308602
250,Artibeus inopinatus,41135941653.7857,Artibeus,Phyllostomidae,Chiroptera,29.86285714,1920.4777,DD,Omnivore,41135.941653785696
251,Artibeus jamaicensis,1559896275095.06,Artibeus,Phyllostomidae,Chiroptera,43.63,1920.4777,LC,Omnivore,1559896.27509506
252,Artibeus lituratus,14235952081330.5,Artibeus,Phyllostomidae,Chiroptera,59.3,1920.4777,LC,Omnivore,14235952.081330499
253,Artibeus obscurus,11122956740372.5,Artibeus,Phyllostomidae,Chiroptera,35.91,1920.4777,LC,Omnivore,11122956.740372501
254,Artibeus planirostris,7906983193824.17,Artibeus,Phyllostomidae,Chiroptera,29.86285714,1920.4777,LC,Omnivore,7906983.19382417
255,Arvicanthis abyssinicus,296092651148.011,Arvicanthis,Muridae,Rodentia,73.34,751.795,LC,Herbivore,296092.65114801103
256,Arvicanthis ansorgei,651275417240.675,Arvicanthis,Muridae,Rodentia,110.0,751.795,LC,Herbivore,651275.417240675
257,Arvicanthis blicki,17893747233.7887,Arvicanthis,Muridae,Rodentia,128.0,751.795,NT,Herbivore,17893.7472337887
258,Arvicanthis nairobae,151138901301.62802,Arvicanthis,Muridae,Rodentia,104.0,751.795,LC,Herbivore,151138.901301628
259,Arvicanthis neumanni,1218452180999.96,Arvicanthis,Muridae,Rodentia,85.0,751.795,LC,Herbivore,1218452.18099996
260,Arvicanthis niloticus,6185272894964.08,Arvicanthis,Muridae,Rodentia,95.8,751.795,LC,Herbivore,6185272.89496408
261,Arvicanthis rufinus,1154420169508.07,Arvicanthis,Muridae,Rodentia,63.85388804,751.795,LC,Herbivore,1154420.16950807
262,Arvicola amphibius,15744124357017.8,Arvicola,Cricetidae,Rodentia,120.0,656.0875,LC,Omnivore,15744124.3570178
263,Arvicola sapidus,882587440000.4921,Arvicola,Cricetidae,Rodentia,219.99,656.0875,VU,Herbivore,882587.440000492
264,Arvicola scherman,831512968652.014,Arvicola,Cricetidae,Rodentia,46.25861204,656.0875,LC,Herbivore,831512.968652014
265,Asellia patrizii,227342451504.113,Asellia,Hipposideridae,Chiroptera,12.94,1834.2256,LC,Insectivore,227342.451504113
266,Asellia tridens,16394491933267.3,Asellia,Hipposideridae,Chiroptera,12.94,1834.2256,LC,Insectivore,16394491.933267301
267,Aselliscus stoliczkanus,1362320253865.77,Aselliscus,Hipposideridae,Chiroptera,6.09,1834.2256,LC,Insectivore,1362320.25386577
268,Aselliscus tricuspidatus,274654198682.61398,Aselliscus,Hipposideridae,Chiroptera,4.08,1834.2256,LC,Insectivore,274654.19868261396
269,Atelerix albiventris,7028364293874.8,Atelerix,Erinaceidae,Eulipotyphla,293.44,1335.15805,LC,Omnivore,7028364.2938748
270,Atelerix algirus,664641854661.3771,Atelerix,Erinaceidae,Eulipotyphla,903.98,1335.15805,LC,Omnivore,664641.854661377
271,Atelerix frontalis,1047880248357.13,Atelerix,Erinaceidae,Eulipotyphla,329.12,1335.15805,LC,Omnivore,1047880.24835713
272,Atelerix sclateri,309001283984.667,Atelerix,Erinaceidae,Eulipotyphla,599.998,1335.15805,LC,Omnivore,309001.283984667
273,Ateles belzebuth,1153236192693.53,Ateles,Atelidae,Primates,6692.42,5475.0,EN,Herbivore,1153236.19269353
274,Ateles chamek,2437475986380.23,Ateles,Atelidae,Primates,7053.92,5475.0,EN,Herbivore,2437475.98638023
275,Ateles fusciceps,215774487124.673,Ateles,Atelidae,Primates,9067.94,5475.0,CR,Herbivore,215774.487124673
276,Ateles geoffroyi,901724479336.109,Ateles,Atelidae,Primates,7582.4,5475.0,EN,Herbivore,901724.479336109
277,Ateles hybridus,165892102469.641,Ateles,Atelidae,Primates,8500.0,5475.0,CR,Herbivore,165892.102469641
278,Ateles marginatus,524099566815.948,Ateles,Atelidae,Primates,6229.28,5475.0,EN,Herbivore,524099.566815948
279,Ateles paniscus,1061276623889.79,Ateles,Atelidae,Primates,8697.25,5475.0,VU,Herbivore,1061276.62388979
280,Atelocynus microtis,2852893505046.91,Atelocynus,Canidae,Carnivora,8363.22,1455.255,NT,Omnivore,2852893.50504691
281,Atherurus africanus,3544244605861.56,Atherurus,Hystricidae,Rodentia,2875.65,2713.29805,LC,Omnivore,3544244.60586156
282,Atherurus macrourus,2672201501880.77,Atherurus,Hystricidae,Rodentia,2000.0,2713.29805,LC,Omnivore,2672201.50188077
283,Atilax paludinosus,14049574288632.7,Atilax,Herpestidae,Carnivora,3600.16,2228.517895,LC,Omnivore,14049574.2886327
284,Atlantoxerus getulus,303645312842.921,Atlantoxerus,Sciuridae,Rodentia,250.57,1384.121263,LC,Herbivore,303645.312842921
285,Auliscomys boliviensis,210614074624.697,Auliscomys,Cricetidae,Rodentia,70.91,589.3882991,LC,Herbivore,210614.07462469698
286,Auliscomys pictus,309598290802.606,Auliscomys,Cricetidae,Rodentia,48.97,589.3882991,LC,Herbivore,309598.29080260603
287,Auliscomys sublimis,393512532465.639,Auliscomys,Cricetidae,Rodentia,38.0,589.3882991,LC,Herbivore,393512.532465639
