,Binomial,Range_m,Genus,Family,Order,AdultBodyMassG,GenerationLengthD,RedListStatus,TrophicLevel,Range
4212,Taeromys callitrichus,25780955426.4635,Taeromys,Muridae,Rodentia,323.0,639.6318318,DD,Omnivore,25780.9554264635
4213,Taeromys celebensis,86669865762.7195,Taeromys,Muridae,Rodentia,323.0,639.6318318,LC,NotAssigned,86669.8657627195
4214,Taeromys hamatus,13818266962.2205,Taeromys,Muridae,Rodentia,323.0,639.6318318,DD,Herbivore,13818.266962220501
4215,Taeromys microbullatus,395545103.044825,Taeromys,Muridae,Rodentia,323.0,639.6318318,DD,NotAssigned,395.545103044825
4216,Taeromys punicans,1646214132.99391,Taeromys,Muridae,Rodentia,323.0,639.6318318,DD,NotAssigned,1646.21413299391
4217,Taeromys taerae,4355207294.32425,Taeromys,Muridae,Rodentia,323.0,639.6318318,VU,NotAssigned,4355.20729432425
4218,Talpa altaica,3199817538539.47,Talpa,Talpidae,Eulipotyphla,85.0,1000.1,LC,Insectivore,3199817.53853947
4219,Talpa caeca,243454235776.828,Talpa,Talpidae,Eulipotyphla,71.08,1000.1,LC,Carnivore,243454.23577682802
4220,Talpa caucasica,113299534995.53099,Talpa,Talpidae,Eulipotyphla,90.0,1000.1,LC,Carnivore,113299.534995531
4221,Talpa davidiana,89503864698.7855,Talpa,Talpidae,Eulipotyphla,79.5875,1000.1,DD,Insectivore,89503.8646987855
4222,Talpa europaea,6445070858745.72,Talpa,Talpidae,Eulipotyphla,87.53,1000.1,LC,Insectivore,6445070.85874572
4223,Talpa levantis,584619187935.515,Talpa,Talpidae,Eulipotyphla,90.0,1000.1,LC,Carnivore,584619.187935515
4224,Talpa occidentalis,476374125591.049,Talpa,Talpidae,Eulipotyphla,49.47,1000.1,LC,Insectivore,476374.12559104897
4225,Talpa romana,98028912357.3587,Talpa,Talpidae,Eulipotyphla,92.5,1000.1,LC,Insectivore,98028.9123573587
4226,Talpa stankovici,51887246383.5616,Talpa,Talpidae,Eulipotyphla,71.12,1000.1,LC,Carnivore,51887.2463835616
4227,Tamandua mexicana,1495856037278.39,Tamandua,Myrmecophagidae,Pilosa,4178.51,1854.65,LC,Insectivore,1495856.03727839
4228,Tamandua tetradactyla,12732832023439.6,Tamandua,Myrmecophagidae,Pilosa,4800.0,1854.65,LC,Insectivore,12732832.0234396
4229,Tamias striatus,4197616687033.53,Tamias,Sciuridae,Rodentia,111.9,1160.355,LC,Omnivore,4197616.68703353
4230,Tamiasciurus douglasii,510560416447.183,Tamiasciurus,Sciuridae,Rodentia,225.0,1453.76635,LC,Herbivore,510560.41644718294
4231,Tamiasciurus hudsonicus,10363663496934.4,Tamiasciurus,Sciuridae,Rodentia,200.24,1453.76635,LC,Herbivore,10363663.4969344
4232,Tamiasciurus mearnsi,689346651.903049,Tamiasciurus,Sciuridae,Rodentia,200.0,1453.76635,EN,Omnivore,689.3466519030491
4233,Tamiops macclellandii,1464964651046.88,Tamiops,Sciuridae,Rodentia,45.84,1239.298869,LC,Omnivore,1464964.65104688
4234,Tamiops maritimus,1718618388906.99,Tamiops,Sciuridae,Rodentia,66.77,1239.298869,LC,Omnivore,1718618.38890699
4235,Tamiops rodolphii,590763677536.829,Tamiops,Sciuridae,Rodentia,56.0,1239.298869,LC,Omnivore,590763.677536829
4236,Tamiops swinhoei,869529817050.144,Tamiops,Sciuridae,Rodentia,60.0,1239.298869,LC,Omnivore,869529.8170501441
4237,Tapecomys primus,2330951688.40557,Tapecomys,Cricetidae,Rodentia,60.64641072,589.3882991,LC,Omnivore,2330.95168840557
4238,Taphozous achates,9590308320.88948,Taphozous,Emballonuridae,Chiroptera,28.115,788.4,DD,Insectivore,9590.30832088948
4240,Taphozous georgianus,1198733413919.88,Taphozous,Emballonuridae,Chiroptera,30.52,788.4,LC,Insectivore,1198733.41391988
4241,Taphozous hamiltoni,56082185784.0431,Taphozous,Emballonuridae,Chiroptera,28.115,788.4,DD,Insectivore,56082.1857840431
4242,Taphozous hildegardeae,44747898090.1292,Taphozous,Emballonuridae,Chiroptera,29.37,788.4,VU,Insectivore,44747.8980901292
4243,Taphozous hilli,1411617236581.3,Taphozous,Emballonuridae,Chiroptera,21.99,788.4,LC,Insectivore,1411617.2365813
4244,Taphozous kapalgensis,97557933434.8204,Taphozous,Emballonuridae,Chiroptera,26.45,788.4,LC,Insectivore,97557.93343482038
4245,Taphozous longimanus,4791770015538.46,Taphozous,Emballonuridae,Chiroptera,25.11,788.4,LC,Insectivore,4791770.01553846
4246,Taphozous mauritianus,8852712752664.45,Taphozous,Emballonuridae,Chiroptera,27.97,788.4,LC,Insectivore,8852712.75266445
4247,Taphozous melanopogon,5624365517583.92,Taphozous,Emballonuridae,Chiroptera,25.99,788.4,LC,Insectivore,5624365.51758392
4248,Taphozous nudiventris,1206531743091.51,Taphozous,Emballonuridae,Chiroptera,32.49,788.4,LC,Insectivore,1206531.74309151
4249,Taphozous perforatus,2114672591582.75,Taphozous,Emballonuridae,Chiroptera,24.43,788.4,LC,Insectivore,2114672.59158275
4250,Taphozous theobaldi,1042380503698.92,Taphozous,Emballonuridae,Chiroptera,36.83,788.4,LC,Insectivore,1042380.50369892
4252,Tapirus terrestris,11264916711020.5,Tapirus,Tapiridae,Perissodactyla,169496.6,4015.0,VU,Herbivore,11264916.7110205
4253,Tarsipes rostratus,236721361182.004,Tarsipes,Tarsipedidae,Diprotodontia,9.66,341.275,LC,Herbivore,236721.36118200398
4254,Tarsius bancanus,847617217590.417,Tarsius,Tarsiidae,Primates,114.39,2190.0,VU,Carnivore,847617.217590417
4255,Tarsius dentatus,35043150622.6686,Tarsius,Tarsiidae,Primates,110.42,2190.0,VU,Insectivore,35043.150622668596
4256,Tarsius lariang,3641542521.9127703,Tarsius,Tarsiidae,Primates,92.0,2190.0,DD,Insectivore,3641.5425219127706
4257,Tarsius pelengensis,2349147869.54415,Tarsius,Tarsiidae,Primates,165.0,2190.0,EN,Insectivore,2349.14786954415
4258,Tarsius pumilus,25811748389.2871,Tarsius,Tarsiidae,Primates,50.7,2190.0,DD,Insectivore,25811.7483892871
4259,Tarsius syrichta,120066870664.71,Tarsius,Tarsiidae,Primates,115.91,2190.0,NT,Insectivore,120066.87066471
4260,Tarsius tarsier,142139369572.007,Tarsius,Tarsiidae,Primates,168.04,2190.0,VU,Insectivore,142139.36957200698
4261,Tarsius wallacei,5455966055.43079,Tarsius,Tarsiidae,Primates,122.6825,2190.0,DD,,5455.96605543079
4262,Tarsomys apoensis,4440285828.37996,Tarsomys,Muridae,Rodentia,68.5,624.3996409,LC,Insectivore,4440.285828379961
4263,Tarsomys echinatus,628626235.885548,Tarsomys,Muridae,Rodentia,63.85388804,624.3996409,VU,Insectivore,628.626235885548
4264,Tateomys macrocercus,964379292.937093,Tateomys,Muridae,Rodentia,141.0605074,639.6318318,DD,Insectivore,964.379292937093
4265,Tateomys rhinogradoides,2159529470.87426,Tateomys,Muridae,Rodentia,141.0605074,639.6318318,DD,Insectivore,2159.5294708742604
4266,Tatera indica,4786124727234.28,Tatera,Muridae,Rodentia,138.28,833.89475,LC,,4786124.72723428
4267,Taterillus arenarius,402966823332.94,Taterillus,Muridae,Rodentia,47.0,624.3996409,LC,Omnivore,402966.82333294
4268,Taterillus congicus,1317164846813.01,Taterillus,Muridae,Rodentia,63.85388804,624.3996409,LC,Omnivore,1317164.84681301
4269,Taterillus emini,3860531189700.28,Taterillus,Muridae,Rodentia,52.0,624.3996409,LC,Omnivore,3860531.18970028
4270,Taterillus gracilis,2210732886066.07,Taterillus,Muridae,Rodentia,49.9,624.3996409,LC,Omnivore,2210732.88606607
4271,Taterillus lacustris,39538927972.6986,Taterillus,Muridae,Rodentia,63.85388804,624.3996409,LC,Omnivore,39538.9279726986
4272,Taterillus petteri,178975980382.684,Taterillus,Muridae,Rodentia,50.8,624.3996409,LC,Omnivore,178975.98038268398
4273,Taterillus pygargus,363474338996.937,Taterillus,Muridae,Rodentia,60.19,624.3996409,LC,Omnivore,363474.33899693703
4274,Taterillus tranieri,93503585912.1894,Taterillus,Muridae,Rodentia,55.37111087,624.3996409,LC,Omnivore,93503.58591218939
4275,Taxidea taxus,8851818095764.18,Taxidea,Mustelidae,Carnivora,7842.15,3030.662667,LC,Carnivore,8851818.09576418
4276,Tayassu pecari,11307592606333.3,Tayassu,Tayassuidae,Cetartiodactyla,31798.71,3177.4107,VU,Omnivore,11307592.6063333
4277,Tenrec ecaudatus,590834297944.33,Tenrec,Tenrecidae,Afrosoricida,887.59,1017.053,LC,Omnivore,590834.29794433
4278,Thallomys loringi,56457549473.4928,Thallomys,Muridae,Rodentia,81.5,446.445,LC,Herbivore,56457.5494734928
4279,Thallomys nigricauda,1214564178719.66,Thallomys,Muridae,Rodentia,124.49,446.445,LC,Herbivore,1214564.17871966
4280,Thallomys paedulcus,5096542570758.22,Thallomys,Muridae,Rodentia,77.7,446.445,LC,Herbivore,5096542.57075822
4281,Thallomys shortridgei,33884232301.7789,Thallomys,Muridae,Rodentia,94.56333333,446.445,DD,Herbivore,33884.2323017789
4282,Thalpomys cerradensis,488719397117.753,Thalpomys,Cricetidae,Rodentia,23.99,589.3882991,LC,Omnivore,488719.397117753
4283,Thalpomys lasiotis,555211184579.886,Thalpomys,Cricetidae,Rodentia,23.99,589.3882991,LC,Omnivore,555211.184579886
4284,Thamnomys kempi,5110786096.71277,Thamnomys,Muridae,Rodentia,75.0,624.3996409,VU,Herbivore,5110.786096712771
4285,Thamnomys schoutedeni,848537947.776965,Thamnomys,Muridae,Rodentia,68.44,624.3996409,DD,Herbivore,848.537947776965
4286,Thamnomys venustus,10760924548.8384,Thamnomys,Muridae,Rodentia,61.88,624.3996409,LC,Herbivore,10760.9245488384
4287,Thaptomys nigrita,1057629590499.51,Thaptomys,Cricetidae,Rodentia,19.9,589.3882991,LC,Insectivore,1057629.59049951
4288,Thomasomys apeco,1276751835.53351,Thomasomys,Cricetidae,Rodentia,72.68326901,589.3882991,VU,Omnivore,1276.75183553351
4289,Thomasomys aureus,557724619479.114,Thomasomys,Cricetidae,Rodentia,87.99,589.3882991,LC,Omnivore,557724.619479114
4290,Thomasomys baeops,86495214576.7151,Thomasomys,Cricetidae,Rodentia,77.0,589.3882991,LC,Omnivore,86495.2145767151
4291,Thomasomys bombycinus,17506045321.9053,Thomasomys,Cricetidae,Rodentia,114.5,766.22453,DD,Omnivore,17506.0453219053
4292,Thomasomys caudivarius,34453217803.4618,Thomasomys,Cricetidae,Rodentia,40.73618929,589.3882991,LC,Omnivore,34453.217803461805
4293,Thomasomys cinereiventer,47776648184.7671,Thomasomys,Cricetidae,Rodentia,77.0,589.3882991,LC,Omnivore,47776.6481847671
4294,Thomasomys cinereus,26409049375.7594,Thomasomys,Cricetidae,Rodentia,77.0,589.3882991,LC,Omnivore,26409.049375759398
4295,Thomasomys cinnameus,27426452905.4623,Thomasomys,Cricetidae,Rodentia,46.25861204,589.3882991,LC,Omnivore,27426.452905462298
4296,Thomasomys daphne,109332463206.881,Thomasomys,Cricetidae,Rodentia,77.0,589.3882991,LC,Omnivore,109332.463206881
4297,Thomasomys eleusis,18435827891.94,Thomasomys,Cricetidae,Rodentia,77.0,589.3882991,LC,Omnivore,18435.82789194
4298,Thomasomys erro,13995296447.1528,Thomasomys,Cricetidae,Rodentia,77.0,589.3882991,LC,Omnivore,13995.296447152801
4299,Thomasomys gracilis,35600782680.9689,Thomasomys,Cricetidae,Rodentia,77.0,589.3882991,NT,Omnivore,35600.7826809689
4300,Thomasomys hudsoni,712730460.249763,Thomasomys,Cricetidae,Rodentia,72.68326901,589.3882991,DD,Omnivore,712.730460249763
4301,Thomasomys hylophilus,3412176964.11,Thomasomys,Cricetidae,Rodentia,77.0,589.3882991,EN,Omnivore,3412.17696411
4302,Thomasomys incanus,19613554062.4144,Thomasomys,Cricetidae,Rodentia,77.0,589.3882991,LC,Omnivore,19613.554062414398
4303,Thomasomys ischyrus,43951961699.524,Thomasomys,Cricetidae,Rodentia,77.0,589.3882991,LC,Omnivore,43951.961699524
4304,Thomasomys kalinowskii,41986575189.6264,Thomasomys,Cricetidae,Rodentia,77.0,589.3882991,LC,Omnivore,41986.575189626405
4305,Thomasomys ladewi,12757212578.0619,Thomasomys,Cricetidae,Rodentia,77.0,589.3882991,LC,Omnivore,12757.212578061899
4306,Thomasomys laniger,56471153307.1818,Thomasomys,Cricetidae,Rodentia,35.74,589.3882991,LC,Omnivore,56471.1533071818
4307,Thomasomys macrotis,1375918292.65153,Thomasomys,Cricetidae,Rodentia,72.68326901,589.3882991,VU,Omnivore,1375.9182926515302
4308,Thomasomys monochromos,3599893043.4025297,Thomasomys,Cricetidae,Rodentia,77.0,589.3882991,EN,Omnivore,3599.89304340253
4309,Thomasomys niveipes,12255842824.1744,Thomasomys,Cricetidae,Rodentia,54.09,589.3882991,LC,Omnivore,12255.842824174399
4310,Thomasomys notatus,57801476000.7271,Thomasomys,Cricetidae,Rodentia,77.0,589.3882991,LC,Omnivore,57801.476000727096
4311,Thomasomys onkiro,1122166476.94867,Thomasomys,Cricetidae,Rodentia,72.68326901,589.3882991,VU,Omnivore,1122.16647694867
4312,Thomasomys oreas,48396857464.6187,Thomasomys,Cricetidae,Rodentia,77.0,589.3882991,LC,Omnivore,48396.857464618704
4313,Thomasomys paramorum,29904441930.8618,Thomasomys,Cricetidae,Rodentia,77.0,589.3882991,LC,Omnivore,29904.4419308618
4314,Thomasomys popayanus,31157028092.9115,Thomasomys,Cricetidae,Rodentia,72.68326901,589.3882991,DD,Omnivore,31157.0280929115
4315,Thomasomys praetor,31628915936.1156,Thomasomys,Cricetidae,Rodentia,72.68326901,589.3882991,DD,Omnivore,31628.9159361156
4316,Thomasomys pyrrhonotus,22414624303.3768,Thomasomys,Cricetidae,Rodentia,77.0,589.3882991,VU,Omnivore,22414.6243033768
4317,Thomasomys rosalinda,16475149386.0502,Thomasomys,Cricetidae,Rodentia,77.0,589.3882991,DD,Omnivore,16475.1493860502
4318,Thomasomys silvestris,18571445575.742,Thomasomys,Cricetidae,Rodentia,77.0,589.3882991,LC,Omnivore,18571.445575742
4319,Thomasomys taczanowskii,19863002364.3752,Thomasomys,Cricetidae,Rodentia,77.0,589.3882991,LC,Omnivore,19863.0023643752
4320,Thomasomys ucucha,16490791575.8962,Thomasomys,Cricetidae,Rodentia,35.0,589.3882991,VU,Omnivore,16490.7915758962
4321,Thomasomys vestitus,6459222708.03931,Thomasomys,Cricetidae,Rodentia,76.5,589.3882991,LC,Omnivore,6459.22270803931
4322,Thomasomys vulcani,416034891.477687,Thomasomys,Cricetidae,Rodentia,72.68326901,589.3882991,DD,Omnivore,416.034891477687
4323,Thomomys bottae,1541297811455.87,Thomomys,Geomyidae,Rodentia,122.7,625.7925,LC,Herbivore,1541297.81145587
4326,Thomomys idahoensis,106341771497.721,Thomomys,Geomyidae,Rodentia,164.31571430000002,608.8612,LC,Herbivore,106341.771497721
4327,Thomomys mazama,79581782457.591,Thomomys,Geomyidae,Rodentia,93.07,608.8612,LC,Herbivore,79581.78245759099
4328,Thomomys monticola,52697476276.6175,Thomomys,Geomyidae,Rodentia,80.99,608.8612,LC,Herbivore,52697.4762766175
4329,Thomomys talpoides,2619971138614.3,Thomomys,Geomyidae,Rodentia,104.64,591.9299,LC,Herbivore,2619971.1386142997
4330,Thomomys townsendii,113157660916.261,Thomomys,Geomyidae,Rodentia,263.35,608.8612,LC,Herbivore,113157.660916261
4331,Thomomys umbrinus,469412988337.323,Thomomys,Geomyidae,Rodentia,125.56,608.8612,LC,Herbivore,469412.98833732295
4332,Thoopterus nigrescens,182866822962.567,Thoopterus,Pteropodidae,Chiroptera,66.12,1553.7908730000001,LC,Herbivore,182866.822962567
4333,Thrichomys apereoides,1168838929554.54,Thrichomys,Echimyidae,Rodentia,297.53,953.4568,LC,Herbivore,1168838.92955454
4334,Thrichomys inermis,115402878392.15,Thrichomys,Echimyidae,Rodentia,339.0,953.4568,LC,Herbivore,115402.87839215
4335,Thrichomys pachyurus,166428894677.956,Thrichomys,Echimyidae,Rodentia,318.265,953.4568,LC,Herbivore,166428.894677956
4336,Thryonomys gregorianus,2375922352542.35,Thryonomys,Thryonomyidae,Rodentia,2707.14,837.31,LC,Herbivore,2375922.35254235
4337,Thryonomys swinderianus,7541449624479.37,Thryonomys,Thryonomyidae,Rodentia,3750.85,837.31,LC,Herbivore,7541449.62447937
4338,Thylamys cinderella,200219596652.946,Thylamys,Didelphidae,Didelphimorphia,43.44552871,642.840025,LC,Insectivore,200219.59665294603
4339,Thylamys citellus,101836971045.444,Thylamys,Delphinidae,Didelphimorphia,30.60729392,6670.180506000001,LC,,101836.971045444
4340,Thylamys elegans,142691222304.219,Thylamys,Didelphidae,Didelphimorphia,28.9,642.840025,LC,Omnivore,142691.222304219
4341,Thylamys fenestrae,111642774939.08301,Thylamys,Delphinidae,Didelphimorphia,30.60729392,6670.180506000001,NT,,111642.77493908301
4342,Thylamys karimii,1431448592115.31,Thylamys,Didelphidae,Didelphimorphia,28.0,642.840025,VU,Insectivore,1431448.59211531
4343,Thylamys macrurus,88390177154.64,Thylamys,Didelphidae,Didelphimorphia,34.43,642.840025,NT,Insectivore,88390.17715464
4344,Thylamys pallidior,1466124727506.36,Thylamys,Didelphidae,Didelphimorphia,15.34,642.840025,LC,Omnivore,1466124.72750636
4345,Thylamys pulchellus,339443429773.866,Thylamys,Delphinidae,Didelphimorphia,30.60729392,6670.180506000001,LC,,339443.429773866
4346,Thylamys pusillus,264980218070.435,Thylamys,Didelphidae,Didelphimorphia,30.60729392,642.840025,LC,Omnivore,264980.218070435
4347,Thylamys tatei,7142443590.608941,Thylamys,Didelphidae,Didelphimorphia,30.60729392,642.840025,DD,Insectivore,7142.44359060894
4348,Thylamys velutinus,565210768077.231,Thylamys,Didelphidae,Didelphimorphia,20.69,642.840025,NT,Omnivore,565210.768077231
4349,Thylamys venustus,301604361337.222,Thylamys,Didelphidae,Didelphimorphia,30.60729392,642.840025,DD,Omnivore,301604.361337222
4350,Thylogale billardierii,66448236814.2206,Thylogale,Macropodidae,Diprotodontia,5865.86,1308.1284,LC,Herbivore,66448.2368142206
4351,Thylogale browni,222647089007.51898,Thylogale,Macropodidae,Diprotodontia,5478.0,1825.0,VU,Herbivore,222647.08900751898
4352,Thylogale brunii,99118378681.3858,Thylogale,Macropodidae,Diprotodontia,3620.0,1825.0,VU,Herbivore,99118.3786813858
4353,Thylogale calabyi,641134500.87219,Thylogale,Macropodidae,Diprotodontia,4749.213333,1574.197675,EN,Herbivore,641.1345008721901
4354,Thylogale lanatus,1344032412.6927,Thylogale,Macropodidae,Diprotodontia,3620.0,1574.197675,EN,Herbivore,1344.0324126927
4355,Thylogale stigmatica,221197585988.037,Thylogale,Macropodidae,Diprotodontia,4511.47,1338.6623,LC,Herbivore,221197.585988037
4356,Thylogale thetis,73431484999.2057,Thylogale,Macropodidae,Diprotodontia,5399.95,1574.197675,LC,Herbivore,73431.4849992057
4357,Thyroptera devivoi,99097354698.8193,Thyroptera,Thyropteridae,Chiroptera,3.825,2070.5310280000003,DD,Insectivore,99097.3546988193
4358,Thyroptera discifera,6236598852399.73,Thyroptera,Thyropteridae,Chiroptera,3.13,2070.5310280000003,LC,Insectivore,6236598.85239973
4359,Thyroptera lavali,3763164303.1094,Thyroptera,Thyropteridae,Chiroptera,3.825,2070.5310280000003,DD,Insectivore,3763.1643031094
4360,Thyroptera tricolor,8555466313864.95,Thyroptera,Thyropteridae,Chiroptera,4.52,2070.5310280000003,LC,Insectivore,8555466.31386495
4361,Tlacuatzin canescens,472533539464.481,Tlacuatzin,Didelphidae,Didelphimorphia,47.73,642.840025,LC,Omnivore,472533.539464481
4362,Tokudaia muenninki,20143927.8712276,Tokudaia,Muridae,Rodentia,177.4,639.6318318,CR,Omnivore,20.1439278712276
4363,Tokudaia osimensis,470122512.123417,Tokudaia,Muridae,Rodentia,84.65,624.3996409,EN,Omnivore,470.122512123417
4364,Tokudaia tokunoshimensis,119049343.2997,Tokudaia,Muridae,Rodentia,131.025,639.6318318,EN,Omnivore,119.0493432997
4365,Tomopeas ravus,112808330606.71901,Tomopeas,Molossidae,Chiroptera,27.82447959,1427.913317,EN,Insectivore,112808.330606719
4366,Tonatia bidens,1992523956171.18,Tonatia,Phyllostomidae,Chiroptera,27.7,2064.27635,DD,Omnivore,1992523.95617118
4367,Tonatia saurophila,5432496695638.79,Tonatia,Phyllostomidae,Chiroptera,27.7,2064.27635,LC,Omnivore,5432496.69563879
4368,Tonkinomys daovantieni,116871463.828602,Tonkinomys,Muridae,Rodentia,141.0605074,639.6318318,DD,Insectivore,116.871463828602
4369,Toromys grandis,176731299333.955,Toromys,Echimyidae,Rodentia,584.0,739.0095888999999,LC,Herbivore,176731.299333955
4370,Trachops cirrhosus,12642871514908.3,Trachops,Phyllostomidae,Chiroptera,36.9,2064.27635,LC,Insectivore,12642871.5149083
4371,Trachypithecus auratus,131478855642.44699,Trachypithecus,Cercopithecidae,Primates,9719.6,4015.0,VU,Herbivore,131478.855642447
4372,Trachypithecus barbei,21123429303.3527,Trachypithecus,Cercopithecidae,Primates,8874.935333,3915.4545450000005,DD,Herbivore,21123.4293033527
4373,Trachypithecus cristatus,1213231284040.28,Trachypithecus,Cercopithecidae,Primates,7176.81,3650.0,NT,Herbivore,1213231.28404028
4374,Trachypithecus germaini,343128430615.979,Trachypithecus,Cercopithecidae,Primates,6300.0,4015.0,EN,Herbivore,343128.43061597896
4375,Trachypithecus hatinhensis,18902384777.0107,Trachypithecus,Cercopithecidae,Primates,9150.0,4015.0,EN,Herbivore,18902.384777010702
4377,Trachypithecus laotum,5591819006.97898,Trachypithecus,Cercopithecidae,Primates,9150.0,4015.0,VU,Herbivore,5591.81900697898
4378,Trachypithecus obscurus,259473527194.344,Trachypithecus,Cercopithecidae,Primates,7247.88,3650.0,NT,Herbivore,259473.52719434397
4379,Trachypithecus phayrei,1148053167439.29,Trachypithecus,Cercopithecidae,Primates,7681.72,4015.0,EN,Herbivore,1148053.16743929
4380,Trachypithecus pileatus,305182420478.092,Trachypithecus,Cercopithecidae,Primates,11219.93,4015.0,VU,Herbivore,305182.420478092
4381,Trachypithecus shortridgei,10597022416.5552,Trachypithecus,Cercopithecidae,Primates,13182.0,4015.0,EN,Herbivore,10597.0224165552
4382,Trachypithecus vetulus,36940752914.5821,Trachypithecus,Cercopithecidae,Primates,7205.08,4015.0,EN,Herbivore,36940.7529145821
4383,Tragulus javanicus,126244131067.77802,Tragulus,Tragulidae,Cetartiodactyla,1889.93,1825.0,DD,Herbivore,126244.13106777801
4384,Tragulus kanchil,2173751039000.94,Tragulus,Tragulidae,Cetartiodactyla,2000.0,1825.0,LC,Herbivore,2173751.03900094
