,Binomial,Range_km_2,AdultBodyMassG,Order,Family,Genus,RedListStatus,TrophicLevel
263,Artibeus concolor,6437483.76072607,19.65,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,LC,Herbivore
264,Artibeus fimbriatus,1485161.79470009,63.89,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,LC,Omnivore
265,Artibeus fraterculus,302111.045543041,29.86285714,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,LC,Omnivore
266,Artibeus hirsutus,228806.528489369,40.42,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,LC,Omnivore
267,Artibeus inopinatus,41132.799286164,29.86285714,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,DD,Omnivore
268,Artibeus jamaicensis,1559617.94648215,43.63,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,LC,Omnivore
269,Artibeus lituratus,14234438.805571,59.3,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,LC,Omnivore
270,Artibeus obscurus,11122497.1437315,35.91,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,LC,Omnivore
271,Artibeus planirostris,7905276.60412031,29.86285714,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,LC,Omnivore
272,Arvicanthis abyssinicus,296087.479019029,73.34,RODENTIA,MURIDAE,Arvicanthis,LC,Herbivore
273,Arvicanthis ansorgei,651227.656453974,110,RODENTIA,MURIDAE,Arvicanthis,LC,Herbivore
274,Arvicanthis blicki,17893.7437887297,128,RODENTIA,MURIDAE,Arvicanthis,NT,Herbivore
275,Arvicanthis nairobae,151138.75969609,104,RODENTIA,MURIDAE,Arvicanthis,LC,Herbivore
276,Arvicanthis neumanni,1218458.96048028,85,RODENTIA,MURIDAE,Arvicanthis,LC,Herbivore
277,Arvicanthis niloticus,6182773.19382569,95.8,RODENTIA,MURIDAE,Arvicanthis,LC,Herbivore
278,Arvicanthis rufinus,1154396.92477896,63.85388804,RODENTIA,MURIDAE,Arvicanthis,LC,Herbivore
279,Arvicola amphibius,15744496.8082938,120,RODENTIA,CRICETIDAE,Arvicola,LC,Omnivore
280,Arvicola sapidus,882585.132734381,219.99,RODENTIA,CRICETIDAE,Arvicola,VU,Herbivore
281,Arvicola scherman,831113.224710485,46.25861204,RODENTIA,CRICETIDAE,Arvicola,LC,Herbivore
282,Asellia patrizii,227340.069256912,12.94,CHIROPTERA,HIPPOSIDERIDAE,Asellia,LC,Insectivore
283,Asellia tridens,16393950.9465509,12.94,CHIROPTERA,HIPPOSIDERIDAE,Asellia,LC,Insectivore
284,Aselliscus stoliczkanus,1362301.34889606,6.09,CHIROPTERA,HIPPOSIDERIDAE,Aselliscus,LC,Insectivore
285,Aselliscus tricuspidatus,274647.246816039,4.08,CHIROPTERA,HIPPOSIDERIDAE,Aselliscus,LC,Insectivore
286,Atelerix albiventris,7028223.84238701,293.44,EULIPOTYPHLA,ERINACEIDAE,Atelerix,LC,Omnivore
287,Atelerix algirus,734622.872486582,903.98,EULIPOTYPHLA,ERINACEIDAE,Atelerix,LC,Omnivore
288,Atelerix frontalis,1047861.41029983,329.12,EULIPOTYPHLA,ERINACEIDAE,Atelerix,LC,Omnivore
289,Atelerix sclateri,309001.766828526,599.998,EULIPOTYPHLA,ERINACEIDAE,Atelerix,LC,Omnivore
290,Ateles belzebuth,815672.327353947,6692.42,PRIMATES,ATELIDAE,Ateles,EN,Herbivore
291,Ateles chamek,2437427.13119147,7053.92,PRIMATES,ATELIDAE,Ateles,EN,Herbivore
292,Ateles fusciceps,215775.1199473,9067.94,PRIMATES,ATELIDAE,Ateles,CR,Herbivore
293,Ateles geoffroyi,901714.931842985,7582.4,PRIMATES,ATELIDAE,Ateles,EN,Herbivore
294,Ateles hybridus,165846.882648823,8500,PRIMATES,ATELIDAE,Ateles,CR,Herbivore
295,Ateles marginatus,524096.120385255,6229.28,PRIMATES,ATELIDAE,Ateles,EN,Herbivore
296,Ateles paniscus,918122.662981613,8697.25,PRIMATES,ATELIDAE,Ateles,VU,Herbivore
297,Atelocynus microtis,2852865.48838212,8363.22,CARNIVORA,CANIDAE,Atelocynus,NT,Omnivore
298,Atherurus africanus,3544208.86406981,2875.65,RODENTIA,HYSTRICIDAE,Atherurus,LC,Omnivore
299,Atherurus macrourus,2671819.01037617,2000,RODENTIA,HYSTRICIDAE,Atherurus,LC,Omnivore
300,Atilax paludinosus,14049136.1858433,3600.16,CARNIVORA,HERPESTIDAE,Atilax,LC,Omnivore
301,Atlantoxerus getulus,303776.541449824,250.57,RODENTIA,SCIURIDAE,Atlantoxerus,LC,Herbivore
302,Auliscomys boliviensis,210617.115520346,70.91,RODENTIA,CRICETIDAE,Auliscomys,LC,Herbivore
303,Auliscomys pictus,309575.476547347,48.97,RODENTIA,CRICETIDAE,Auliscomys,LC,Herbivore
304,Auliscomys sublimis,393458.688581865,38,RODENTIA,CRICETIDAE,Auliscomys,LC,Herbivore
305,Avahi betsileo,970.994240744975,1000,PRIMATES,INDRIIDAE,Avahi,EN,Herbivore
306,Avahi cleesei,2581.01224175766,5500,PRIMATES,INDRIIDAE,Avahi,EN,Herbivore
307,Avahi laniger,50685.4788385314,1092.28,PRIMATES,INDRIIDAE,Avahi,VU,Herbivore
308,Avahi meridionalis,1562.64160550319,1150,PRIMATES,INDRIIDAE,Avahi,EN,Herbivore
309,Avahi occidentalis,3056.53781491375,828.98,PRIMATES,INDRIIDAE,Avahi,EN,Herbivore
310,Avahi peyrierasi,4374.32170774726,1000,PRIMATES,INDRIIDAE,Avahi,VU,Herbivore
311,Avahi ramanantsoavanai,5832.06394229088,1628.751429,PRIMATES,INDRIIDAE,Avahi,VU,Herbivore
312,Avahi unicolor,779.721660549306,830,PRIMATES,INDRIIDAE,Avahi,EN,Herbivore
313,Axis axis,2361082.8941025,69499.99,CETARTIODACTYLA,CERVIDAE,Axis,LC,Herbivore
314,Axis calamianensis,1345.3221268044,39812.6,CETARTIODACTYLA,CERVIDAE,Axis,EN,Herbivore
316,Axis porcinus,273382.905879496,37448.29,CETARTIODACTYLA,CERVIDAE,Axis,EN,Herbivore
317,Babyrousa babyrussa,12616.1888343037,92950.09,CETARTIODACTYLA,SUIDAE,Babyrousa,VU,Herbivore
318,Babyrousa celebensis,120738.04170742,80000,CETARTIODACTYLA,SUIDAE,Babyrousa,VU,Herbivore
320,Baiomys musculus,450187.890361344,8.99,RODENTIA,CRICETIDAE,Baiomys,LC,Omnivore
321,Baiomys taylori,1275232.75972169,7.43,RODENTIA,CRICETIDAE,Baiomys,LC,Herbivore
322,Baiyankamys habbema,777.789863988942,141.0605074,RODENTIA,MURIDAE,Baiyankamys,DD,Carnivore
323,Baiyankamys shawmayeri,65472.1998637736,141.0605074,RODENTIA,MURIDAE,Baiyankamys,LC,Carnivore
324,Balantiopteryx infusca,2841.65656098956,5.27,CHIROPTERA,EMBALLONURIDAE,Balantiopteryx,VU,Insectivore
325,Balantiopteryx io,170582.141778286,3.97,CHIROPTERA,EMBALLONURIDAE,Balantiopteryx,VU,Insectivore
326,Balantiopteryx plicata,824810.176220715,6.57,CHIROPTERA,EMBALLONURIDAE,Balantiopteryx,LC,Insectivore
327,Balionycteris maculata,570366.442987817,14.43,CHIROPTERA,PTEROPODIDAE,Balionycteris,LC,Herbivore
328,Bandicota bengalensis,4164001.95958587,226.99,RODENTIA,MURIDAE,Bandicota,LC,Omnivore
329,Bandicota indica,5515897.15315909,583.09,RODENTIA,MURIDAE,Bandicota,LC,Omnivore
330,Bandicota savilei,866565.200257085,260.63,RODENTIA,MURIDAE,Bandicota,LC,Omnivore
331,Barbastella barbastellus,3741364.1116496,8.31,CHIROPTERA,VESPERTILIONIDAE,Barbastella,NT,Insectivore
332,Barbastella leucomelas,3926555.35383875,15.05,CHIROPTERA,VESPERTILIONIDAE,Barbastella,LC,Insectivore
333,Bassaricyon alleni,4448749.78481891,1235,CARNIVORA,PROCYONIDAE,Bassaricyon,LC,Omnivore
334,Bassaricyon gabbii,156420.107057672,1250,CARNIVORA,PROCYONIDAE,Bassaricyon,LC,Omnivore
335,Bassariscus astutus,3903675.62205446,1010.37,CARNIVORA,PROCYONIDAE,Bassariscus,LC,Omnivore
336,Bassariscus sumichrasti,622171.638383656,906,CARNIVORA,PROCYONIDAE,Bassariscus,LC,Omnivore
337,Bathyergus janetta,12035.2392475041,388.69,RODENTIA,BATHYERGIDAE,Bathyergus,LC,Herbivore
338,Bathyergus suillus,44080.0067854643,777.38,RODENTIA,BATHYERGIDAE,Bathyergus,LC,Herbivore
339,Batomys dentatus,453.870648080932,177.645,RODENTIA,MURIDAE,Batomys,DD,Herbivore
340,Batomys granti,5211.96848495888,169.53,RODENTIA,MURIDAE,Batomys,LC,Herbivore
341,Batomys russatus,826.357335840695,177.645,RODENTIA,MURIDAE,Batomys,EN,Herbivore
342,Batomys salomonseni,16015.5417245638,185.76,RODENTIA,MURIDAE,Batomys,LC,Herbivore
343,Bauerus dubiaquercus,265265.051732563,22.22,CHIROPTERA,VESPERTILIONIDAE,Bauerus,NT,Insectivore
344,Bdeogale crassicauda,1497556.41198301,1722.13,CARNIVORA,HERPESTIDAE,Bdeogale,LC,Carnivore
345,Bdeogale jacksoni,63953.0430242295,2500,CARNIVORA,HERPESTIDAE,Bdeogale,NT,Carnivore
346,Bdeogale nigripes,2110583.05805998,2623.01,CARNIVORA,HERPESTIDAE,Bdeogale,LC,Insectivore
348,Beamys hindei,337354.855060944,75.8,RODENTIA,NESOMYIDAE,Beamys,LC,Omnivore
350,Belomys pearsonii,525691.362644687,590.0703713,RODENTIA,SCIURIDAE,Belomys,DD,Herbivore
351,Berylmys berdmorei,660822.917424005,235,RODENTIA,MURIDAE,Berylmys,LC,Omnivore
352,Berylmys bowersi,2558037.1945631,358.68,RODENTIA,MURIDAE,Berylmys,LC,Omnivore
353,Berylmys mackenziei,101487.009382866,296.84,RODENTIA,MURIDAE,Berylmys,DD,Omnivore
354,Berylmys manipulus,214081.838375706,296.84,RODENTIA,MURIDAE,Berylmys,DD,Omnivore
359,Bibimys chacoensis,27944.4290498506,28,RODENTIA,CRICETIDAE,Bibimys,LC,Herbivore
360,Bibimys labiosus,361605.067705914,29,RODENTIA,CRICETIDAE,Bibimys,LC,Herbivore
361,Bibimys torresi,12372.1059406645,28,RODENTIA,CRICETIDAE,Bibimys,NT,Herbivore
363,Biswamoyopterus biswasi,3760.59755132242,1613.299,RODENTIA,SCIURIDAE,Biswamoyopterus,CR,Herbivore
364,Blanfordimys afghanus,409982.988684752,60.64641072,RODENTIA,CRICETIDAE,Blanfordimys,LC,Herbivore
365,Blanfordimys bucharensis,116178.604930083,60.64641072,RODENTIA,CRICETIDAE,Blanfordimys,LC,Herbivore
366,Blarina brevicauda,4106775.42250491,18.56,EULIPOTYPHLA,SORICIDAE,Blarina,LC,Insectivore
367,Blarina carolinensis,866096.027197653,11.91,EULIPOTYPHLA,SORICIDAE,Blarina,LC,Insectivore
368,Blarina hylophaga,728070.3712196,14.49,EULIPOTYPHLA,SORICIDAE,Blarina,LC,Insectivore
369,Blarinella griselda,439061.167593023,8,EULIPOTYPHLA,SORICIDAE,Blarinella,LC,Omnivore
370,Blarinella quadraticauda,17607.182644908,12.5,EULIPOTYPHLA,SORICIDAE,Blarinella,NT,Omnivore
371,Blarinella wardi,114888.389406659,14.22361675,EULIPOTYPHLA,SORICIDAE,Blarinella,LC,Omnivore
372,Blarinomys breviceps,437137.2761278,36.79,RODENTIA,CRICETIDAE,Blarinomys,LC,Insectivore
373,Blastocerus dichotomus,434757.145580829,112518.5,CETARTIODACTYLA,CERVIDAE,Blastocerus,VU,Herbivore
378,Brachiones przewalskii,861626.331957219,27,RODENTIA,MURIDAE,Brachiones,LC,Omnivore
379,Brachylagus idahoensis,480338.740028938,431.19,LAGOMORPHA,LEPORIDAE,Brachylagus,LC,Herbivore
380,Brachyphylla cavernarum,14907.7117388569,45.5,CHIROPTERA,PHYLLOSTOMIDAE,Brachyphylla,LC,Omnivore
381,Brachyphylla nana,195038.68577862,37.25,CHIROPTERA,PHYLLOSTOMIDAE,Brachyphylla,LC,Omnivore
382,Brachytarsomys albicauda,64732.8365527355,200,RODENTIA,NESOMYIDAE,Brachytarsomys,LC,Omnivore
383,Brachytarsomys villosa,10127.4680637849,219.99,RODENTIA,NESOMYIDAE,Brachytarsomys,VU,Omnivore
386,Brachyuromys betsileoensis,42770.2209957254,93.58,RODENTIA,NESOMYIDAE,Brachyuromys,LC,Omnivore
387,Brachyuromys ramirohitra,68443.4243336635,92.31,RODENTIA,NESOMYIDAE,Brachyuromys,LC,Omnivore
388,Bradypus pygmaeus,3.41296743006101,2900,PILOSA,BRADYPODIDAE,Bradypus,CR,Herbivore
389,Bradypus torquatus,75453.7681218286,4468.42,PILOSA,BRADYPODIDAE,Bradypus,VU,Herbivore
390,Bradypus tridactylus,1042602.93538361,4375.8,PILOSA,BRADYPODIDAE,Bradypus,LC,Herbivore
391,Bradypus variegatus,9792447.13817067,4136.36,PILOSA,BRADYPODIDAE,Bradypus,LC,Herbivore
392,Brucepattersonius griserufescens,48582.0951379216,43,RODENTIA,CRICETIDAE,Brucepattersonius,DD,Omnivore
393,Brucepattersonius guarani,15937.1006902905,43,RODENTIA,CRICETIDAE,Brucepattersonius,DD,Omnivore
394,Brucepattersonius igniventris,17514.7371910279,43,RODENTIA,CRICETIDAE,Brucepattersonius,DD,Omnivore
395,Brucepattersonius iheringi,178516.217015736,43,RODENTIA,CRICETIDAE,Brucepattersonius,LC,Omnivore
396,Brucepattersonius misionensis,16902.0279257956,43,RODENTIA,CRICETIDAE,Brucepattersonius,DD,Omnivore
397,Brucepattersonius paradisus,21086.9601351096,43,RODENTIA,CRICETIDAE,Brucepattersonius,DD,Omnivore
398,Brucepattersonius soricinus,103697.952523201,43,RODENTIA,CRICETIDAE,Brucepattersonius,DD,Omnivore
399,Bubalus arnee,13690.4732096846,483500.485,CETARTIODACTYLA,BOVIDAE,Bubalus,EN,Herbivore
403,Budorcas taxicolor,440392.365681957,294515.3,CETARTIODACTYLA,BOVIDAE,Budorcas,VU,Herbivore
404,Bullimus bagobus,118864.052083753,395.38,RODENTIA,MURIDAE,Bullimus,LC,Omnivore
405,Bullimus gamay,45.1128690492417,420.19,RODENTIA,MURIDAE,Bullimus,VU,Omnivore
406,Bullimus luzonicus,38307.372350672,445,RODENTIA,MURIDAE,Bullimus,LC,Omnivore
407,Bunolagus monticularis,45473.919338909,1750.01,LAGOMORPHA,LEPORIDAE,Bunolagus,CR,Herbivore
408,Bunomys andrewsi,117011.340428392,125,RODENTIA,MURIDAE,Bunomys,LC,Omnivore
409,Bunomys chrysocomus,169337.752726132,111.29,RODENTIA,MURIDAE,Bunomys,LC,Omnivore
410,Bunomys coelestis,133.477128480862,120,RODENTIA,MURIDAE,Bunomys,CR,Omnivore
411,Bunomys fratrorum,7086.72595588975,130.31,RODENTIA,MURIDAE,Bunomys,VU,Omnivore
412,Bunomys penitus,4215.32146326585,170,RODENTIA,MURIDAE,Bunomys,NT,Omnivore
413,Bunomys prolatus,782.224262128522,131,RODENTIA,MURIDAE,Bunomys,EN,Omnivore
415,Cacajao calvus,182017.620797106,3421.04,PRIMATES,PITHECIIDAE,Cacajao,VU,Herbivore
416,Cacajao hosomi,69745.487707474,3271.31,PRIMATES,PITHECIIDAE,Cacajao,VU,Omnivore
417,Caenolestes caniventer,19664.0209215583,40,PAUCITUBERCULATA,CAENOLESTIDAE,Caenolestes,NT,Omnivore
419,Caenolestes convelatus,22782.1901038056,31.56,PAUCITUBERCULATA,CAENOLESTIDAE,Caenolestes,VU,NotAssigned
420,Caenolestes fuliginosus,180936.468041959,28.64,PAUCITUBERCULATA,CAENOLESTIDAE,Caenolestes,LC,Carnivore
421,Calcochloris obtusirostris,115471.896011937,24.05,AFROSORICIDA,CHRYSOCHLORIDAE,Calcochloris,LC,Insectivore
422,Calcochloris tytonis,312.20686204853,28.27,AFROSORICIDA,CHRYSOCHLORIDAE,Calcochloris,DD,Insectivore
425,Callicebus melanochir,99866.3037457248,1050,PRIMATES,PITHECIIDAE,Callicebus,VU,Herbivore
426,Callicebus nigrifrons,490588.516896994,1050,PRIMATES,PITHECIIDAE,Callicebus,NT,Herbivore
427,Callicebus personatus,142976.176374878,1390.8,PRIMATES,PITHECIIDAE,Callicebus,VU,Omnivore
428,Callimico goeldii,602347.523111951,558,PRIMATES,CALLITRICHIDAE,Callimico,VU,Omnivore
429,Callistomys pictus,27162.2808403359,518.99,RODENTIA,ECHIMYIDAE,Callistomys,EN,Herbivore
430,Callithrix aurita,159629.989953387,386.2,PRIMATES,CALLITRICHIDAE,Callithrix,VU,Omnivore
431,Callithrix flaviceps,24732.7386339391,372.97,PRIMATES,CALLITRICHIDAE,Callithrix,EN,Omnivore
432,Callithrix geoffroyi,124967.456378105,342,PRIMATES,CALLITRICHIDAE,Callithrix,LC,Omnivore
433,Callithrix jacchus,943367.479807306,290.21,PRIMATES,CALLITRICHIDAE,Callithrix,LC,Omnivore
434,Callithrix kuhlii,45701.2786216346,374.99,PRIMATES,CALLITRICHIDAE,Callithrix,NT,Omnivore
435,Callithrix penicillata,1309802.97020959,339.98,PRIMATES,CALLITRICHIDAE,Callithrix,LC,Omnivore
436,Callosciurus adamsi,97682.5783505776,208.72,RODENTIA,SCIURIDAE,Callosciurus,NT,Omnivore
437,Callosciurus albescens,58797.8963197569,277.7788875,RODENTIA,SCIURIDAE,Callosciurus,DD,Omnivore
438,Callosciurus baluensis,51138.3205828258,323.91,RODENTIA,SCIURIDAE,Callosciurus,LC,Omnivore
439,Callosciurus caniceps,650698.613846838,264.91,RODENTIA,SCIURIDAE,Callosciurus,LC,Omnivore
440,Callosciurus erythraeus,4042504.91725163,283.23,RODENTIA,SCIURIDAE,Callosciurus,LC,Omnivore
441,Callosciurus finlaysonii,730178.842558002,278,RODENTIA,SCIURIDAE,Callosciurus,LC,Omnivore
442,Callosciurus inornatus,309635.531894403,325,RODENTIA,SCIURIDAE,Callosciurus,LC,Omnivore
443,Callosciurus melanogaster,6004.44844606211,296,RODENTIA,SCIURIDAE,Callosciurus,VU,Omnivore
444,Callosciurus nigrovittatus,708578.741640242,208.3,RODENTIA,SCIURIDAE,Callosciurus,NT,Herbivore
445,Callosciurus notatus,1496325.75938735,209.49,RODENTIA,SCIURIDAE,Callosciurus,LC,Omnivore
446,Callosciurus orestes,50506.6844592672,323.91,RODENTIA,SCIURIDAE,Callosciurus,LC,Omnivore
447,Callosciurus phayrei,153742.985865304,269,RODENTIA,SCIURIDAE,Callosciurus,LC,Omnivore
448,Callosciurus prevostii,1334754.69049363,400,RODENTIA,SCIURIDAE,Callosciurus,LC,Herbivore
449,Callosciurus pygerythrus,587612.039664045,252,RODENTIA,SCIURIDAE,Callosciurus,LC,Omnivore
450,Callosciurus quinquestriatus,40859.5987151798,246.4344257,RODENTIA,SCIURIDAE,Callosciurus,NT,Omnivore
451,Calomys boliviae,129683.065044919,27,RODENTIA,CRICETIDAE,Calomys,LC,Herbivore
452,Calomys callidus,55935.7965487134,27,RODENTIA,CRICETIDAE,Calomys,LC,Herbivore
453,Calomys callosus,3145719.96131396,44.95,RODENTIA,CRICETIDAE,Calomys,LC,Herbivore
454,Calomys expulsus,1360005.63633267,39.86,RODENTIA,CRICETIDAE,Calomys,LC,Herbivore
455,Calomys fecundus,54306.2070055691,27.61181818,RODENTIA,CRICETIDAE,Calomys,LC,Herbivore
456,Calomys hummelincki,312461.017599147,27,RODENTIA,CRICETIDAE,Calomys,LC,Herbivore
457,Calomys laucha,1437895.88978067,14,RODENTIA,CRICETIDAE,Calomys,LC,Herbivore
458,Calomys lepidus,584185.241045598,20.59,RODENTIA,CRICETIDAE,Calomys,LC,Herbivore
459,Calomys musculinus,2024415.95847489,20.2,RODENTIA,CRICETIDAE,Calomys,LC,Herbivore
460,Calomys sorellus,244088.448333459,20,RODENTIA,CRICETIDAE,Calomys,LC,Herbivore
461,Calomys tener,1710305.2274779,13.8,RODENTIA,CRICETIDAE,Calomys,LC,Herbivore
462,Calomys tocantinsi,132797.919596907,27.61181818,RODENTIA,CRICETIDAE,Calomys,LC,Herbivore
463,Calomys venustus,58305.9909015867,49.33,RODENTIA,CRICETIDAE,Calomys,LC,Herbivore
464,Calomyscus bailwardi,185865.440748851,21.38,RODENTIA,CALOMYSCIDAE,Calomyscus,LC,Omnivore
465,Calomyscus baluchi,426531.715262808,83.81,RODENTIA,CALOMYSCIDAE,Calomyscus,LC,Omnivore
466,Calomyscus elburzensis,231389.94844851,119.055,RODENTIA,CALOMYSCIDAE,Calomyscus,LC,Herbivore
467,Calomyscus grandis,6001.43122346616,205.995,RODENTIA,CALOMYSCIDAE,Calomyscus,DD,Omnivore
468,Calomyscus hotsoni,141126.305325537,60.5,RODENTIA,CALOMYSCIDAE,Calomyscus,LC,Omnivore
469,Calomyscus mystax,208438.777481784,81.375,RODENTIA,CALOMYSCIDAE,Calomyscus,LC,Herbivore
470,Calomyscus tsolovi,33.5373626529978,111.74,RODENTIA,CALOMYSCIDAE,Calomyscus,DD,Omnivore
471,Calomyscus urartensis,4812.17220272825,147.235,RODENTIA,CALOMYSCIDAE,Calomyscus,LC,Herbivore
472,Caluromys derbianus,792248.447738821,326.72,DIDELPHIMORPHIA,DIDELPHIDAE,Caluromys,LC,Omnivore
473,Caluromys lanatus,5109289.23540704,350.33,DIDELPHIMORPHIA,DIDELPHIDAE,Caluromys,LC,Herbivore
474,Caluromys philander,3706320.50300591,246.47,DIDELPHIMORPHIA,DIDELPHIDAE,Caluromys,LC,Omnivore
475,Caluromysiops irrupta,182310.782118739,257.48,DIDELPHIMORPHIA,DIDELPHIDAE,Caluromysiops,LC,Herbivore
477,Canis adustus,10712932.8216621,10392.49,CARNIVORA,CANIDAE,Canis,LC,Omnivore
478,Canis aureus,10745691.3562112,9658.7,CARNIVORA,CANIDAE,Canis,LC,Omnivore
479,Canis latrans,14905219.1996974,11989.1,CARNIVORA,CANIDAE,Canis,LC,Carnivore
481,Canis mesomelas,6453564.53908498,8247.3,CARNIVORA,CANIDAE,Canis,LC,Omnivore
483,Cannomys badius,1043817.2766773,472.07,RODENTIA,SPALACIDAE,Cannomys,LC,Herbivore
484,Cansumys canus,160967.093578525,46.25861204,RODENTIA,CRICETIDAE,Cansumys,LC,Herbivore
485,Capra aegagrus,1403570.43525234,71350.77625,CETARTIODACTYLA,BOVIDAE,Capra,VU,Herbivore
490,Capra nubiana,184991.806996588,47763.72,CETARTIODACTYLA,BOVIDAE,Capra,VU,Herbivore
497,Capricornis milneedwardsii,2921458.46422633,112000,CETARTIODACTYLA,BOVIDAE,Capricornis,NT,Herbivore
498,Capricornis rubidus,86343.2733969294,135000,CETARTIODACTYLA,BOVIDAE,Capricornis,NT,Herbivore
499,Capricornis sumatraensis,135077.536882413,110942.2,CETARTIODACTYLA,BOVIDAE,Capricornis,VU,Herbivore
500,Capricornis swinhoei,14412.5757837122,20500,CETARTIODACTYLA,BOVIDAE,Capricornis,LC,Herbivore
501,Capricornis thar,491779.46410661,112000,CETARTIODACTYLA,BOVIDAE,Capricornis,NT,Herbivore
503,Capromys pilorides,111094.560444161,5200,RODENTIA,CAPROMYIDAE,Capromys,LC,Omnivore
504,Caracal aurata,4042043.92701108,12400,CARNIVORA,FELIDAE,Caracal,VU,Carnivore
505,Caracal caracal,17204678.7622544,11964.38,CARNIVORA,FELIDAE,Caracal,LC,Carnivore
506,Cardiocranius paradoxus,1986148.97690274,196.8175859,RODENTIA,DIPODIDAE,Cardiocranius,DD,Herbivore
507,Cardioderma cor,2246026.58328715,26.45,CHIROPTERA,MEGADERMATIDAE,Cardioderma,LC,Carnivore
508,Carollia castanea,2501329.8250359,13.1,CHIROPTERA,PHYLLOSTOMIDAE,Carollia,LC,Herbivore
509,Carollia manu,31953.3223802389,15.755,CHIROPTERA,PHYLLOSTOMIDAE,Carollia,LC,Herbivore
510,Carollia perspicillata,13795815.0252741,19.23,CHIROPTERA,PHYLLOSTOMIDAE,Carollia,LC,Omnivore
511,Carollia sowelli,790231.00117296,15.755,CHIROPTERA,PHYLLOSTOMIDAE,Carollia,LC,Herbivore
512,Carollia subrufa,212247.042905796,15.84,CHIROPTERA,PHYLLOSTOMIDAE,Carollia,LC,Herbivore
513,Carpitalpa arendsi,9827.77836802577,52.34,AFROSORICIDA,CHRYSOCHLORIDAE,Carpitalpa,VU,Insectivore
514,Carpomys melanurus,2543.32453534857,123,RODENTIA,MURIDAE,Carpomys,DD,Omnivore
515,Carpomys phaeurus,4215.03260679614,123,RODENTIA,MURIDAE,Carpomys,LC,Omnivore
516,Carterodon sulcidens,272973.840708636,113.8,RODENTIA,ECHIMYIDAE,Carterodon,DD,Herbivore
517,Caryomys eva,198191.09501465,22.5,RODENTIA,CRICETIDAE,Caryomys,LC,Herbivore
518,Caryomys inez,436034.66381847,23.5,RODENTIA,CRICETIDAE,Caryomys,LC,Omnivore
519,Casinycteris argynnis,1707516.06917199,28.28,CHIROPTERA,PTEROPODIDAE,Casinycteris,LC,Herbivore
520,Castor canadensis,15707456.4908998,18124.41,RODENTIA,CASTORIDAE,Castor,LC,Herbivore
521,Castor fiber,3573516.62750723,19000,RODENTIA,CASTORIDAE,Castor,LC,Herbivore
522,Catagonus wagneri,304455.968027548,35566.4,CETARTIODACTYLA,TAYASSUIDAE,Catagonus,EN,Herbivore
523,Cavia aperea,6133159.219723,524.38,RODENTIA,CAVIIDAE,Cavia,LC,Herbivore
524,Cavia fulgida,684518.6792193,282.5,RODENTIA,CAVIIDAE,Cavia,LC,Herbivore
526,Cavia magna,104020.776550174,459.99,RODENTIA,CAVIIDAE,Cavia,LC,Herbivore
527,Cavia tschudii,809996.713023927,1000,RODENTIA,CAVIIDAE,Cavia,LC,Herbivore
528,Cebuella pygmaea,1631955.63201755,124,PRIMATES,CALLITRICHIDAE,Cebuella,LC,Omnivore
529,Cebus albifrons,3694705.29339527,2509.68,PRIMATES,CEBIDAE,Cebus,LC,Omnivore
530,Cebus kaapori,190773.822110228,3000,PRIMATES,CEBIDAE,Cebus,CR,Omnivore
531,Centronycteris centralis,2377735.28786249,23,CHIROPTERA,EMBALLONURIDAE,Centronycteris,LC,Insectivore
532,Centronycteris maximiliani,5647041.95516797,23,CHIROPTERA,EMBALLONURIDAE,Centronycteris,LC,Insectivore
533,Centurio senex,2085303.07735417,23.09,CHIROPTERA,PHYLLOSTOMIDAE,Centurio,LC,Herbivore
537,Cephalophus harveyi,349796.501099455,14500.1,CETARTIODACTYLA,BOVIDAE,Cephalophus,LC,Omnivore
550,Cercartetus caudatus,308468.805075329,23.05,DIPROTODONTIA,BURRAMYIDAE,Cercartetus,LC,Omnivore
551,Cercartetus concinnus,583943.641223911,15.96,DIPROTODONTIA,BURRAMYIDAE,Cercartetus,LC,Omnivore
552,Cercartetus lepidus,103578.872694047,8.03,DIPROTODONTIA,BURRAMYIDAE,Cercartetus,LC,Omnivore
553,Cercartetus nanus,386715.117448878,26.85,DIPROTODONTIA,BURRAMYIDAE,Cercartetus,LC,Omnivore
554,Cercocebus agilis,990291.886168283,7105.62,PRIMATES,CERCOPITHECIDAE,Cercocebus,LC,Herbivore
555,Cercocebus atys,316314.092181936,6941.24,PRIMATES,CERCOPITHECIDAE,Cercocebus,NT,Omnivore
556,Cercocebus chrysogaster,230491.145970219,9610,PRIMATES,CERCOPITHECIDAE,Cercocebus,DD,Omnivore
557,Cercocebus galeritus,202.268331729712,7077.66,PRIMATES,CERCOPITHECIDAE,Cercocebus,EN,Omnivore
558,Cercocebus sanjei,188.105695580616,8000,PRIMATES,CERCOPITHECIDAE,Cercocebus,EN,Herbivore
