,binomial,Range,AdultBodyMass_g,Red List status,TrophicLevel,Order
3827,Pteropus gilliardorum,3297.5251651704198,406.94,DD,Herbivore,CHIROPTERA
3828,Pteropus griseus,222132.82351994,452.5545,DD,Herbivore,CHIROPTERA
3829,Pteropus howensis,3.8869342630391497,232.92,DD,Herbivore,CHIROPTERA
3830,Pteropus hypomelanus,524209.429945404,435.61,LC,Herbivore,CHIROPTERA
3831,Pteropus intermedius,50528.9501006537,452.5545,DD,Herbivore,CHIROPTERA
3832,Pteropus keyensis,1071.17783078015,452.5545,DD,Herbivore,CHIROPTERA
3833,Pteropus leucopterus,48553.2847485278,343.81,LC,Herbivore,CHIROPTERA
3835,Pteropus lombocensis,65888.6017269031,256.15,DD,Herbivore,CHIROPTERA
3836,Pteropus lylei,106826.974665276,319.75,VU,Herbivore,CHIROPTERA
3837,Pteropus macrotis,619521.293734492,365.99,LC,Herbivore,CHIROPTERA
3838,Pteropus mahaganus,12629.986111838898,297.28,LC,Herbivore,CHIROPTERA
3840,Pteropus melanopogon,31246.843548614903,874.94,EN,Herbivore,CHIROPTERA
3841,Pteropus melanotus,6819.40124239776,452.5545,VU,Herbivore,CHIROPTERA
3842,Pteropus molossinus,346.30009503077105,452.5545,VU,Herbivore,CHIROPTERA
3843,Pteropus neohibernicus,672546.212681255,1017.37,LC,Herbivore,CHIROPTERA
3845,Pteropus nitendiensis,511.707170794724,275.56,EN,Herbivore,CHIROPTERA
3846,Pteropus ocularis,25954.642729132796,228.76,VU,Herbivore,CHIROPTERA
3847,Pteropus ornatus,18361.157197276898,336.25,VU,Herbivore,CHIROPTERA
3848,Pteropus personatus,25277.049662019,130.84,LC,Herbivore,CHIROPTERA
3849,Pteropus pohlei,2597.56438027863,352.75,VU,Herbivore,CHIROPTERA
3850,Pteropus poliocephalus,249322.56393393103,702.78,VU,Herbivore,CHIROPTERA
3852,Pteropus pumilus,57993.9586756357,184.05,NT,Herbivore,CHIROPTERA
3853,Pteropus rayneri,30548.624842424702,661.28,NT,Herbivore,CHIROPTERA
3854,Pteropus rennelli,544.101644047147,452.5545,EN,Herbivore,CHIROPTERA
3857,Pteropus samoensis,20148.2382136438,309.99,NT,Herbivore,CHIROPTERA
3858,Pteropus scapulatus,3033404.46827643,380.35,LC,Herbivore,CHIROPTERA
3860,Pteropus speciosus,3657.49619331344,452.5545,DD,Herbivore,CHIROPTERA
3861,Pteropus temminckii,26749.127552786,452.5545,VU,Herbivore,CHIROPTERA
3862,Pteropus tonganus,57841.2848119318,561.51,LC,Herbivore,CHIROPTERA
3863,Pteropus ualanus,102.513275013064,452.5545,VU,Herbivore,CHIROPTERA
3864,Pteropus vampyrus,1940626.00197804,1027.54,NT,Herbivore,CHIROPTERA
3865,Pteropus vetulus,16532.6372864694,151.54,VU,Herbivore,CHIROPTERA
3866,Pteropus voeltzkowi,908.5314500061901,542.4,VU,Herbivore,CHIROPTERA
3867,Pteropus woodfordi,13702.9566027768,122.67,LC,Herbivore,CHIROPTERA
3868,Ptilocercus lowii,348900.267084736,42.5,LC,Omnivore,SCANDENTIA
3869,Pudu mephistophiles,130792.064254365,9599.96,VU,Herbivore,CETARTIODACTYLA
3870,Pudu puda,166426.174974264,9642.62,NT,Herbivore,CETARTIODACTYLA
3871,Puma concolor,21145707.250389498,53954.05,LC,Carnivore,CARNIVORA
3872,Punomys kofordi,1054.4233545366499,84.8,VU,Herbivore,RODENTIA
3873,Punomys lemminus,47849.816738197194,84.8,VU,Herbivore,RODENTIA
3875,Pygathrix nemaeus,93885.043402495,9411.1,EN,Herbivore,PRIMATES
3876,Pygathrix nigripes,95056.7973808216,10333.32,EN,Herbivore,PRIMATES
3877,Pygeretmus platyurus,926949.308343665,20.0,LC,Herbivore,RODENTIA
3878,Pygeretmus pumilio,3430875.75570473,52.24,LC,Herbivore,RODENTIA
3879,Pygeretmus zhitkovi,103074.00870725901,14.52907,NT,Herbivore,RODENTIA
3880,Pygoderma bilabiatum,2957165.71992316,18.5,LC,Herbivore,CHIROPTERA
3882,Raphicerus campestris,4047878.95536409,11661.53,LC,Herbivore,CETARTIODACTYLA
3885,Rattus adustus,399.964941142522,156.8354333,DD,Omnivore,RODENTIA
3886,Rattus andamanensis,1747879.17413664,140.0,LC,Omnivore,RODENTIA
3887,Rattus annandalei,124978.86641473301,197.49,LC,Omnivore,RODENTIA
3888,Rattus argentiventer,2183638.37364389,165.37,LC,Omnivore,RODENTIA
3889,Rattus arrogans,12210.7761798761,46.0,LC,Omnivore,RODENTIA
3890,Rattus baluensis,709.869116180374,107.5,LC,Omnivore,RODENTIA
3891,Rattus blangorum,1533.3187029890698,156.8354333,DD,Omnivore,RODENTIA
3892,Rattus bontanus,2674.2048191971803,156.8354333,DD,Omnivore,RODENTIA
3893,Rattus burrus,1123.80145495848,127.0,EN,Omnivore,RODENTIA
3894,Rattus colletti,86055.5904641975,146.48,LC,Omnivore,RODENTIA
3895,Rattus elaphinus,4062.50798201924,131.35,NT,Omnivore,RODENTIA
3896,Rattus enganus,399.964941142522,156.8354333,DD,Omnivore,RODENTIA
3897,Rattus everetti,241325.765077085,253.53,LC,Omnivore,RODENTIA
3898,Rattus exulans,4851516.46818492,50.63,LC,Omnivore,RODENTIA
3899,Rattus feliceus,17400.277605992902,306.0,NT,Omnivore,RODENTIA
3900,Rattus fuscipes,486689.49192554,124.58,LC,Omnivore,RODENTIA
3901,Rattus giluwensis,3283.0604316029803,156.8354333,LC,Omnivore,RODENTIA
3902,Rattus hainaldi,748.4983661198739,63.85388804,EN,Omnivore,RODENTIA
3903,Rattus hoffmanni,168758.238601931,147.0,LC,Herbivore,RODENTIA
3904,Rattus hoogerwerfi,650.572001777284,165.0,VU,Omnivore,RODENTIA
3905,Rattus jobiensis,5155.6695583091,380.0,LC,Omnivore,RODENTIA
3906,Rattus koopmani,2348.9275863235603,156.8354333,DD,Omnivore,RODENTIA
3907,Rattus korinchi,455.338665435946,156.8354333,DD,Omnivore,RODENTIA
3908,Rattus leucopus,365095.838266365,200.89,LC,Omnivore,RODENTIA
3909,Rattus losea,2038642.08860405,104.63,LC,Omnivore,RODENTIA
3910,Rattus lugens,6004.261157192,224.0,VU,Omnivore,RODENTIA
3911,Rattus lutreolus,260764.539041381,106.0,LC,Omnivore,RODENTIA
3912,Rattus marmosurus,93655.51393164891,217.0,LC,Herbivore,RODENTIA
3913,Rattus mindorensis,5016.03537206069,156.8354333,LC,Omnivore,RODENTIA
3914,Rattus mollicomulus,159.21162664791902,63.85388804,VU,Omnivore,RODENTIA
3915,Rattus montanus,345.896931850643,136.0,EN,Omnivore,RODENTIA
3916,Rattus mordax,51171.6523936317,230.0,LC,Omnivore,RODENTIA
3917,Rattus morotaiensis,22281.5078240637,148.25,LC,Omnivore,RODENTIA
3918,Rattus niobe,110059.949369248,45.07,LC,Omnivore,RODENTIA
3919,Rattus nitidus,3665292.88595036,100.02,LC,Omnivore,RODENTIA
3920,Rattus norvegicus,18826152.7723654,282.89,LC,Carnivore,RODENTIA
3921,Rattus novaeguineae,34947.8202681698,133.0,LC,Omnivore,RODENTIA
3922,Rattus omichlodes,290.237587023083,70.02,DD,Omnivore,RODENTIA
3923,Rattus osgoodi,6032.16536409317,93.0,LC,Omnivore,RODENTIA
3924,Rattus palmarum,1092.55573564095,491.0,VU,Omnivore,RODENTIA
3925,Rattus pelurus,2348.9275863235603,156.8354333,DD,Omnivore,RODENTIA
3926,Rattus pococki,65226.68305092111,46.0,LC,Omnivore,RODENTIA
3927,Rattus praetor,310739.948841688,194.43,LC,Omnivore,RODENTIA
3928,Rattus pyctoris,1957430.21451982,136.0,LC,Omnivore,RODENTIA
3929,Rattus ranjiniae,55.8734446014526,120.0,EN,Omnivore,RODENTIA
3930,Rattus rattus,28316841.869554803,142.68,LC,Omnivore,RODENTIA
3931,Rattus richardsoni,6974.601349635301,64.29,VU,Omnivore,RODENTIA
3932,Rattus salocco,1400.1370824249,156.8354333,DD,Omnivore,RODENTIA
3933,Rattus satarae,3126.1175774469702,63.85388804,VU,Omnivore,RODENTIA
3934,Rattus simalurensis,1831.20491507358,127.0,EN,Omnivore,RODENTIA
3935,Rattus sordidus,258375.97834338198,157.5,LC,Omnivore,RODENTIA
3936,Rattus steini,234808.03642531397,151.17,LC,Omnivore,RODENTIA
3937,Rattus stoicus,261.766267539472,323.0,VU,Omnivore,RODENTIA
3938,Rattus tanezumi,9717400.02903558,140.84,LC,Omnivore,RODENTIA
3939,Rattus tawitawiensis,396.302144090988,156.8354333,DD,Omnivore,RODENTIA
3940,Rattus timorensis,381.320031353314,156.8354333,DD,Omnivore,RODENTIA
3941,Rattus tiomanicus,1495112.48253841,119.29,LC,Omnivore,RODENTIA
3942,Rattus tunneyi,762535.618688315,169.29,LC,Omnivore,RODENTIA
3943,Rattus vandeuseni,2014.7066459415198,67.24,EN,Omnivore,RODENTIA
3944,Rattus verecundus,152812.926437564,97.02,LC,Omnivore,RODENTIA
3945,Rattus villosissimus,2155750.14438903,221.76,LC,Omnivore,RODENTIA
3946,Rattus xanthurus,15866.8337228772,303.0,NT,Herbivore,RODENTIA
3947,Ratufa affinis,1335699.56516681,1155.82,NT,Herbivore,RODENTIA
3948,Ratufa bicolor,2557025.45608027,1609.08,NT,Herbivore,RODENTIA
3949,Ratufa indica,355292.136820054,1060.0,LC,Omnivore,RODENTIA
3950,Ratufa macroura,31799.48883456,1326.24,NT,Omnivore,RODENTIA
3952,Redunca fulvorufula,1044828.94198517,29352.66,EN,Herbivore,CETARTIODACTYLA
3953,Redunca redunca,5901393.23228288,43288.95,LC,Herbivore,CETARTIODACTYLA
3954,Reithrodon auritus,1191445.42870019,79.73,LC,Herbivore,RODENTIA
3955,Reithrodon typicus,309301.237417379,50.0,LC,Herbivore,RODENTIA
3956,Reithrodontomys bakeri,4888.35166383255,15.87621084,EN,Herbivore,RODENTIA
3957,Reithrodontomys brevirostris,20841.4348570303,12.9,LC,Herbivore,RODENTIA
3958,Reithrodontomys burti,51583.3085626884,20.0,DD,Herbivore,RODENTIA
3959,Reithrodontomys chrysopsis,53802.4068521143,19.0,LC,Herbivore,RODENTIA
3960,Reithrodontomys creper,12286.3797151208,22.8,LC,Herbivore,RODENTIA
3961,Reithrodontomys darienensis,43587.4127415792,12.99,LC,Herbivore,RODENTIA
3962,Reithrodontomys fulvescens,2632629.7227209,11.55,LC,Omnivore,RODENTIA
3963,Reithrodontomys gracilis,325050.23028882104,12.47,LC,Herbivore,RODENTIA
3964,Reithrodontomys hirsutus,9699.53306434229,20.0,VU,Herbivore,RODENTIA
3965,Reithrodontomys humulis,1296370.65418271,8.25,LC,Omnivore,RODENTIA
3966,Reithrodontomys megalotis,5116788.75595331,10.72,LC,Omnivore,RODENTIA
3967,Reithrodontomys mexicanus,540022.7177701229,15.71,LC,Herbivore,RODENTIA
3968,Reithrodontomys microdon,77649.9841860458,20.0,LC,Herbivore,RODENTIA
3969,Reithrodontomys montanus,1846897.39883649,10.9,LC,Omnivore,RODENTIA
3970,Reithrodontomys paradoxus,236.339841020373,15.87621084,DD,Herbivore,RODENTIA
3971,Reithrodontomys raviventris,906.148550434978,10.95,EN,Herbivore,RODENTIA
3972,Reithrodontomys rodriguezi,1719.80241051539,23.21800602,LC,Herbivore,RODENTIA
3974,Reithrodontomys sumichrasti,328552.258277017,19.0,LC,Herbivore,RODENTIA
3975,Reithrodontomys tenuirostris,13659.6361470159,20.0,VU,Herbivore,RODENTIA
3976,Reithrodontomys zacatecae,211192.084055048,11.0,LC,Herbivore,RODENTIA
3977,Rhabdomys pumilio,3275619.87689061,40.73,LC,Omnivore,RODENTIA
3978,Rhagomys longilingua,2294.23102011275,21.2,LC,Omnivore,RODENTIA
3979,Rhagomys rufescens,119221.132501199,21.2,NT,Omnivore,RODENTIA
3980,Rheithrosciurus macrotis,732598.545460939,1353.27,VU,Herbivore,RODENTIA
3981,Rheomys mexicanus,4237.40649047975,40.0,EN,Insectivore,RODENTIA
3982,Rheomys raptor,12331.4400211019,38.0,LC,Insectivore,RODENTIA
3983,Rheomys thomasi,24193.656043606497,40.0,NT,Carnivore,RODENTIA
3984,Rheomys underwoodi,5344.8147368951595,36.804687799999996,LC,Insectivore,RODENTIA
3987,Rhinolophus acuminatus,1077274.56961302,12.1,LC,Insectivore,CHIROPTERA
3988,Rhinolophus adami,312.018959751939,11.14952381,DD,Insectivore,CHIROPTERA
3989,Rhinolophus affinis,5505761.92439153,13.7,LC,Insectivore,CHIROPTERA
3990,Rhinolophus alcyone,2625737.46629513,18.62,LC,Insectivore,CHIROPTERA
3991,Rhinolophus arcuatus,352720.811365117,8.98,LC,Insectivore,CHIROPTERA
3992,Rhinolophus beddomei,186306.708727369,11.14952381,LC,Insectivore,CHIROPTERA
3993,Rhinolophus blasii,3410469.75816189,10.29,LC,Insectivore,CHIROPTERA
3994,Rhinolophus bocharicus,924906.686302303,15.05,LC,Insectivore,CHIROPTERA
3995,Rhinolophus borneensis,743699.4895272909,11.14952381,LC,Insectivore,CHIROPTERA
3996,Rhinolophus canuti,5517.14067658261,11.14952381,VU,Insectivore,CHIROPTERA
3997,Rhinolophus capensis,242616.92657880002,12.87,LC,Insectivore,CHIROPTERA
3998,Rhinolophus celebensis,308233.828388377,11.14952381,LC,Insectivore,CHIROPTERA
3999,Rhinolophus clivosus,3660087.24560737,11.14952381,LC,Insectivore,CHIROPTERA
4000,Rhinolophus coelophyllus,426055.55650292203,7.07,LC,Insectivore,CHIROPTERA
4001,Rhinolophus cognatus,2760.78334605791,11.14952381,EN,Insectivore,CHIROPTERA
4002,Rhinolophus convexus,7650.7185440839,11.14952381,DD,Insectivore,CHIROPTERA
4003,Rhinolophus creaghi,161673.082404084,11.14952381,LC,Insectivore,CHIROPTERA
4004,Rhinolophus darlingi,1359694.63391192,8.94,LC,Insectivore,CHIROPTERA
4005,Rhinolophus deckenii,158200.093365008,11.14952381,NT,Insectivore,CHIROPTERA
4006,Rhinolophus denti,1704313.39175851,6.3,LC,Insectivore,CHIROPTERA
4007,Rhinolophus eloquens,711905.5907452509,19.15,LC,Insectivore,CHIROPTERA
4008,Rhinolophus euryale,2891416.14394722,9.25,NT,Insectivore,CHIROPTERA
4009,Rhinolophus euryotis,878068.7032844741,14.3,LC,Insectivore,CHIROPTERA
4010,Rhinolophus ferrumequinum,9747305.41193964,22.59,LC,Insectivore,CHIROPTERA
4011,Rhinolophus formosae,30583.7253469319,11.14952381,NT,Insectivore,CHIROPTERA
4012,Rhinolophus fumigatus,8362979.95321432,13.09,LC,Insectivore,CHIROPTERA
4013,Rhinolophus guineensis,180710.34747390103,11.14952381,VU,Insectivore,CHIROPTERA
4014,Rhinolophus hilli,122.03271444376301,13.6,CR,Insectivore,CHIROPTERA
4015,Rhinolophus hillorum,26578.0609336741,11.14952381,NT,Insectivore,CHIROPTERA
4016,Rhinolophus hipposideros,6258775.83084642,4.57,LC,Insectivore,CHIROPTERA
4017,Rhinolophus inops,137806.442283056,13.65,LC,Insectivore,CHIROPTERA
4018,Rhinolophus keyensis,53599.1899590545,6.26,DD,Insectivore,CHIROPTERA
4019,Rhinolophus landeri,12121963.6337955,9.39,LC,Insectivore,CHIROPTERA
4020,Rhinolophus lepidus,3509104.56611489,5.46,LC,Insectivore,CHIROPTERA
4021,Rhinolophus luctus,6782397.62882527,34.07,LC,Insectivore,CHIROPTERA
4022,Rhinolophus maclaudi,8188.6310797489505,11.14952381,EN,Insectivore,CHIROPTERA
4023,Rhinolophus macrotis,2338402.3883832,6.18,LC,Insectivore,CHIROPTERA
4024,Rhinolophus madurensis,4927.496351293,11.14952381,VU,Insectivore,CHIROPTERA
4025,Rhinolophus maendeleo,2698.27080337799,11.14952381,DD,Insectivore,CHIROPTERA
4026,Rhinolophus malayanus,1538877.15304688,6.73,LC,Insectivore,CHIROPTERA
4027,Rhinolophus marshalli,652656.746368228,5.02,LC,Insectivore,CHIROPTERA
4028,Rhinolophus megaphyllus,876538.651171263,10.17,LC,Insectivore,CHIROPTERA
4029,Rhinolophus mehelyi,1974524.59222354,14.03,VU,Insectivore,CHIROPTERA
4030,Rhinolophus mitratus,94.801892510477,11.14952381,DD,Insectivore,CHIROPTERA
4031,Rhinolophus montanus,71.2818412352927,11.14952381,EN,Insectivore,CHIROPTERA
4032,Rhinolophus nereis,1538.1904195952302,11.14952381,DD,Insectivore,CHIROPTERA
4033,Rhinolophus osgoodi,135.467808728846,11.14952381,DD,Insectivore,CHIROPTERA
4034,Rhinolophus paradoxolophus,421957.77428858104,8.17,LC,Insectivore,CHIROPTERA
4035,Rhinolophus pearsonii,3176330.24966728,11.55,LC,Insectivore,CHIROPTERA
4036,Rhinolophus philippinensis,247505.546794322,10.91,LC,Insectivore,CHIROPTERA
4037,Rhinolophus pusillus,3927851.17419579,5.15,LC,Insectivore,CHIROPTERA
4038,Rhinolophus rex,52810.6708917665,11.14952381,LC,Insectivore,CHIROPTERA
4039,Rhinolophus robinsoni,47297.5515462164,8.54,NT,Insectivore,CHIROPTERA
4040,Rhinolophus rouxii,864096.202068461,12.25,LC,Insectivore,CHIROPTERA
4041,Rhinolophus rufus,34730.1760878661,11.14952381,NT,Insectivore,CHIROPTERA
4042,Rhinolophus ruwenzorii,24862.8045125122,11.14952381,VU,Insectivore,CHIROPTERA
4043,Rhinolophus sakejiensis,306.916045886356,11.14952381,DD,Insectivore,CHIROPTERA
4044,Rhinolophus sedulus,805437.73009836,8.74,NT,Insectivore,CHIROPTERA
4045,Rhinolophus shameli,766458.6448550741,9.61,LC,Insectivore,CHIROPTERA
4046,Rhinolophus shortridgei,1728416.9020125,11.14952381,LC,Insectivore,CHIROPTERA
4047,Rhinolophus siamensis,310607.577740885,11.14952381,LC,Insectivore,CHIROPTERA
4048,Rhinolophus silvestris,136275.249088203,11.14952381,DD,Insectivore,CHIROPTERA
4049,Rhinolophus simulator,1911291.86812649,8.13,LC,Insectivore,CHIROPTERA
4050,Rhinolophus sinicus,2168997.1053267,11.14952381,LC,Insectivore,CHIROPTERA
4051,Rhinolophus stheno,2203369.31019233,7.92,LC,Insectivore,CHIROPTERA
4052,Rhinolophus subbadius,76243.17195854809,11.14952381,LC,Insectivore,CHIROPTERA
4053,Rhinolophus subrufus,217835.51507725,11.14952381,DD,Insectivore,CHIROPTERA
4054,Rhinolophus swinnyi,1347758.54007054,7.07,LC,Insectivore,CHIROPTERA
4055,Rhinolophus thomasi,1407378.20577368,8.26,LC,Insectivore,CHIROPTERA
4056,Rhinolophus trifoliatus,1344638.62863123,15.16,LC,Insectivore,CHIROPTERA
4057,Rhinolophus virgo,281698.634645645,6.06,LC,Insectivore,CHIROPTERA
4058,Rhinolophus yunanensis,401249.24804437,19.33,LC,Insectivore,CHIROPTERA
4059,Rhinolophus ziama,2475.40319844413,11.14952381,EN,Insectivore,CHIROPTERA
4060,Rhinonicteris aurantia,747485.66224725,8.99,LC,Insectivore,CHIROPTERA
4061,Rhinophylla alethina,125700.97894130599,9.59,NT,Herbivore,CHIROPTERA
4062,Rhinophylla fischerae,4564653.78490974,9.6,LC,Herbivore,CHIROPTERA
4063,Rhinophylla pumilio,8334315.24181493,9.58,LC,Omnivore,CHIROPTERA
4064,Rhinopithecus avunculus,10209.638277735601,9086.19,CR,Herbivore,PRIMATES
4065,Rhinopithecus bieti,29673.8017248375,11000.54,EN,Herbivore,PRIMATES
4067,Rhinopithecus roxellana,310252.178995174,13456.8,EN,Omnivore,PRIMATES
4070,Rhinopoma hardwickii,16942937.4668199,13.1,LC,Insectivore,CHIROPTERA
4071,Rhinopoma microphyllum,7150685.15676879,28.02,LC,Insectivore,CHIROPTERA
4072,Rhinopoma muscatellum,447124.573125601,9.13,LC,Insectivore,CHIROPTERA
4073,Rhinosciurus laticaudatus,911388.225775791,230.3,NT,Omnivore,RODENTIA
4074,Rhipidomys austrinus,138614.186704068,89.0,LC,Omnivore,RODENTIA
4075,Rhipidomys cariri,6378.58251524278,76.24098976,DD,Omnivore,RODENTIA
4076,Rhipidomys caucensis,39005.861651343395,89.0,DD,Omnivore,RODENTIA
4077,Rhipidomys couesi,144541.232682056,89.0,LC,Omnivore,RODENTIA
4078,Rhipidomys emiliae,698505.618971816,46.25861204,LC,Omnivore,RODENTIA
4079,Rhipidomys fulviventer,52004.661210480095,89.0,LC,Omnivore,RODENTIA
4080,Rhipidomys gardneri,152165.929794822,76.24098976,LC,Omnivore,RODENTIA
4081,Rhipidomys latimanus,157706.168689255,57.5,LC,Omnivore,RODENTIA
4082,Rhipidomys leucodactylus,4402209.31244626,80.0,LC,Omnivore,RODENTIA
4083,Rhipidomys macconnelli,189757.686191721,41.59,LC,Omnivore,RODENTIA
4084,Rhipidomys macrurus,1565931.64073053,46.25861204,LC,Omnivore,RODENTIA
4085,Rhipidomys mastacalis,633285.531726643,100.0,LC,Omnivore,RODENTIA
4086,Rhipidomys modicus,74242.5239273382,46.25861204,LC,Omnivore,RODENTIA
4087,Rhipidomys nitela,1447250.07932134,89.0,LC,Omnivore,RODENTIA
4088,Rhipidomys ochrogaster,7579.274269611321,89.0,DD,Omnivore,RODENTIA
4089,Rhipidomys venezuelae,172678.31798322,89.99,LC,Omnivore,RODENTIA
4090,Rhipidomys venustus,8414.41841326547,89.0,LC,Omnivore,RODENTIA
4091,Rhipidomys wetzeli,138914.107973426,89.0,LC,Omnivore,RODENTIA
4092,Rhizomys pruinosus,2359273.98894007,2450.0,LC,Herbivore,RODENTIA
4093,Rhizomys sinensis,2057627.57449869,82.495,LC,Herbivore,RODENTIA
4094,Rhizomys sumatrensis,1372330.12090827,2500.0,LC,Herbivore,RODENTIA
4095,Rhogeessa aeneus,144231.539776937,4.233333333,LC,Insectivore,CHIROPTERA
4096,Rhogeessa alleni,261934.220477695,4.233333333,LC,Insectivore,CHIROPTERA
4097,Rhogeessa genowaysi,913.2188135283501,4.233333333,EN,Insectivore,CHIROPTERA
4098,Rhogeessa gracilis,178177.405691958,4.233333333,LC,Insectivore,CHIROPTERA
4099,Rhogeessa hussoni,548595.78342442,4.233333333,DD,Insectivore,CHIROPTERA
4100,Rhogeessa io,4609642.05950269,4.233333333,LC,Insectivore,CHIROPTERA
4101,Rhogeessa minutilla,663829.689321859,3.75,VU,Insectivore,CHIROPTERA
4102,Rhogeessa mira,3345.67658139557,4.233333333,VU,Insectivore,CHIROPTERA
4103,Rhogeessa parvula,448909.734076037,4.37,LC,Insectivore,CHIROPTERA
4104,Rhogeessa tumida,462223.48690585204,4.58,LC,Insectivore,CHIROPTERA
4105,Rhombomys opimus,4585909.60400787,285.0,LC,Herbivore,RODENTIA
4107,Rhynchocyon cirnei,1130816.3579143998,424.92,LC,Insectivore,MACROSCELIDEA
4108,Rhynchocyon petersi,31086.2753413111,423.99,LC,Carnivore,MACROSCELIDEA
4110,Rhynchogale melleri,2204394.16972847,2240.33,LC,Omnivore,CARNIVORA
4111,Rhyncholestes raphanurus,41002.2282339104,21.94,NT,Omnivore,PAUCITUBERCULATA
4112,Rhynchomeles prattorum,231.14475926387001,602.2906,EN,Omnivore,PERAMELEMORPHIA
4113,Rhynchomys banahao,61.7338370818005,154.645,LC,Insectivore,RODENTIA
4114,Rhynchomys isarogensis,321.27113859021097,122.29,VU,Insectivore,RODENTIA
4115,Rhynchomys soricoides,4215.0262897126895,187.0,NT,Insectivore,RODENTIA
4116,Rhynchomys tapulao,61.5961470271812,154.645,DD,Insectivore,RODENTIA
4117,Rhynchonycteris naso,11508828.0729504,4.14,LC,Insectivore,CHIROPTERA
4119,Rousettus aegyptiacus,4071364.74892827,134.0,LC,Herbivore,CHIROPTERA
4120,Rousettus amplexicaudatus,4281498.88595909,74.37,LC,Herbivore,CHIROPTERA
4121,Rousettus bidens,154150.11661697598,83.0575,VU,Herbivore,CHIROPTERA
4122,Rousettus celebensis,181192.803127528,63.07,LC,Herbivore,CHIROPTERA
4123,Rousettus lanosus,209036.86593029898,104.78,LC,Herbivore,CHIROPTERA
4124,Rousettus leschenaultii,6764789.8550152,84.88,LC,Herbivore,CHIROPTERA
4125,Rousettus linduensis,40.188183956521,83.0575,DD,Herbivore,CHIROPTERA
4126,Rousettus madagascariensis,292740.75463974103,65.72,NT,Herbivore,CHIROPTERA
4127,Rousettus obliviosus,1667.12482477839,45.32,VU,Herbivore,CHIROPTERA
4128,Rousettus spinalatus,71653.5307628111,92.32,VU,Herbivore,CHIROPTERA
4129,Rubrisciurus rubriventer,169893.702115538,685.0,VU,Herbivore,RODENTIA
4136,Rusa marianna,106202.82264181801,49457.61,VU,Herbivore,CETARTIODACTYLA
4138,Rusa unicolor,7570387.84414694,177522.9,VU,Herbivore,CETARTIODACTYLA
4139,Ruwenzorisorex suncoides,22305.7886974755,18.2,VU,Insectivore,EULIPOTYPHLA
4140,Saccolaimus flaviventris,6052093.15724635,45.25,LC,Insectivore,CHIROPTERA
4141,Saccolaimus mixtus,53569.457324973395,47.2,NT,Insectivore,CHIROPTERA
4142,Saccolaimus peli,1954568.54852753,53.35,LC,Insectivore,CHIROPTERA
4143,Saccolaimus saccolaimus,1664170.15333573,43.0,LC,Insectivore,CHIROPTERA
4144,Saccopteryx antioquensis,3092.04632737609,5.745,EN,Insectivore,CHIROPTERA
4145,Saccopteryx bilineata,12632094.5870449,8.08,LC,Insectivore,CHIROPTERA
4146,Saccopteryx canescens,6384043.26586756,3.41,LC,Insectivore,CHIROPTERA
4147,Saccopteryx gymnura,782165.2668439971,5.745,DD,Insectivore,CHIROPTERA
4148,Saccopteryx leptura,12289438.164636802,5.745,LC,Insectivore,CHIROPTERA
4149,Saccostomus campestris,5347600.52861813,50.33,LC,Omnivore,RODENTIA
4150,Saccostomus mearnsi,667846.485687921,64.91,LC,Omnivore,RODENTIA
4151,Saguinus bicolor,10128.7557091964,465.0,EN,Omnivore,PRIMATES
4152,Saguinus fuscicollis,1725223.21205663,393.99,LC,Omnivore,PRIMATES
4153,Saguinus geoffroyi,75237.5572397931,492.5,LC,Omnivore,PRIMATES
4154,Saguinus imperator,234320.97124085302,407.91,LC,Omnivore,PRIMATES
4155,Saguinus inustus,380754.739975542,803.0,LC,Omnivore,PRIMATES
4156,Saguinus labiatus,286447.292731048,508.46,LC,Omnivore,PRIMATES
4157,Saguinus leucopus,56861.6379924862,456.68,EN,Omnivore,PRIMATES
4158,Saguinus martinsi,42109.1627916517,430.0,LC,Omnivore,PRIMATES
4159,Saguinus melanoleucus,59668.4952702899,350.0,LC,Omnivore,PRIMATES
4160,Saguinus midas,863250.670771204,540.56,LC,Omnivore,PRIMATES
4161,Saguinus mystax,589295.45799699,555.87,LC,Omnivore,PRIMATES
4162,Saguinus niger,587681.039014279,480.0,VU,Omnivore,PRIMATES
4163,Saguinus nigricollis,213424.06005984603,450.0,LC,Omnivore,PRIMATES
4165,Saguinus tripartitus,25699.9515491075,385.05,NT,Omnivore,PRIMATES
4167,Saimiri boliviensis,1373871.99525401,799.45,LC,Omnivore,PRIMATES
4169,Saimiri sciureus,4419827.81601532,749.47,LC,Omnivore,PRIMATES
4170,Saimiri ustus,876710.439430591,886.47,NT,Omnivore,PRIMATES
4171,Saimiri vanzolinii,2930.59040036325,783.77,VU,Omnivore,PRIMATES
4172,Salanoia concolor,18642.911596923503,711.49,VU,Omnivore,CARNIVORA
4173,Salinomys delicatus,41064.429158086496,11.75,DD,Omnivore,RODENTIA
4174,Salpingotulus michaelis,2228.41013451247,3.75,DD,Herbivore,RODENTIA
4175,Salpingotus crassicauda,1359343.33421929,9.65,LC,Omnivore,RODENTIA
4176,Salpingotus heptneri,14446.6784366299,9.65,DD,Omnivore,RODENTIA
4177,Salpingotus kozlovi,1541055.81713815,9.5,LC,Omnivore,RODENTIA
4178,Salpingotus pallidus,55476.22822626,9.8,DD,Omnivore,RODENTIA
