,binomial,Range,AdultBodyMass_g,Red List status,TrophicLevel,Order
1543,Gerbillus muriculus,523.944728051569,40.08709228,DD,Omnivore,RODENTIA
1544,Gerbillus nancillus,1317062.88918448,40.08709228,DD,Omnivore,RODENTIA
1545,Gerbillus nanus,10184493.1451328,25.5,LC,Omnivore,RODENTIA
1546,Gerbillus nigeriae,71424.3273690932,29.7,LC,Omnivore,RODENTIA
1547,Gerbillus occiduus,49789.42637925,40.08709228,DD,Omnivore,RODENTIA
1548,Gerbillus percivali,18.1563319970578,40.08709228,DD,Omnivore,RODENTIA
1549,Gerbillus perpallidus,24834.4934656231,52.22,LC,Omnivore,RODENTIA
1550,Gerbillus poecilops,102195.846567614,31.5,LC,Omnivore,RODENTIA
1551,Gerbillus principulus,2405.1938889966,40.08709228,DD,Omnivore,RODENTIA
1552,Gerbillus pulvinatus,34346.0138397666,63.85388804,LC,Omnivore,RODENTIA
1553,Gerbillus pusillus,570306.770419273,12.55,LC,Omnivore,RODENTIA
1554,Gerbillus pyramidum,3345482.83372484,42.8,LC,Omnivore,RODENTIA
1555,Gerbillus rosalinda,166259.447448986,63.85388804,LC,Omnivore,RODENTIA
1556,Gerbillus rupicola,42517.336939767796,40.08709228,LC,Omnivore,RODENTIA
1557,Gerbillus simoni,259962.225173232,17.4,LC,Omnivore,RODENTIA
1558,Gerbillus somalicus,52589.685770791504,40.08709228,DD,Omnivore,RODENTIA
1559,Gerbillus stigmonyx,28879.977366581003,40.08709228,DD,Omnivore,RODENTIA
1560,Gerbillus tarabuli,6332114.47281634,63.85388804,LC,Omnivore,RODENTIA
1561,Gerbillus watersi,123298.49708206,10.4,LC,Omnivore,RODENTIA
1563,Glaucomys sabrinus,7852908.63945515,137.53,LC,Omnivore,RODENTIA
1564,Glaucomys volans,3848743.42780951,71.9,LC,Omnivore,RODENTIA
1565,Glauconycteris alboguttata,469400.196034633,8.347142857,LC,Insectivore,CHIROPTERA
1566,Glauconycteris argentata,3996259.90279452,9.3,LC,Insectivore,CHIROPTERA
1567,Glauconycteris beatrix,1964722.55071684,7.5,LC,Insectivore,CHIROPTERA
1568,Glauconycteris curryae,276798.088325965,8.347142857,DD,Insectivore,CHIROPTERA
1569,Glauconycteris egeria,386706.303784115,8.347142857,DD,Insectivore,CHIROPTERA
1570,Glauconycteris gleni,624.975289095608,10.81,DD,Insectivore,CHIROPTERA
1571,Glauconycteris humeralis,381910.532341428,5.49,DD,Insectivore,CHIROPTERA
1572,Glauconycteris kenyacola,312.495784076852,7.17,DD,Insectivore,CHIROPTERA
1573,Glauconycteris machadoi,306.719759771655,8.347142857,DD,Insectivore,CHIROPTERA
1574,Glauconycteris poensis,1529313.85451833,6.91,LC,Insectivore,CHIROPTERA
1575,Glauconycteris superba,933.918660308884,8.347142857,LC,Insectivore,CHIROPTERA
1576,Glauconycteris variegata,8693990.01902851,11.25,LC,Insectivore,CHIROPTERA
1577,Glironia venusta,2883870.90209146,114.0,LC,Omnivore,DIDELPHIMORPHIA
1578,Glirulus japonicus,211072.72610929,27.0,LC,Omnivore,RODENTIA
1579,Glis glis,3718876.79828126,128.09,LC,Omnivore,RODENTIA
1580,Glischropus javanus,660.829368410594,4.59,DD,Insectivore,CHIROPTERA
1581,Glischropus tylopus,2451566.54314497,4.59,LC,Insectivore,CHIROPTERA
1582,Glossophaga commissarisi,3716729.94213502,9.15,LC,Omnivore,CHIROPTERA
1583,Glossophaga leachii,480889.97149495705,10.24,LC,Omnivore,CHIROPTERA
1584,Glossophaga longirostris,1570762.12236574,13.32,DD,Omnivore,CHIROPTERA
1585,Glossophaga morenoi,327072.966040256,8.54,LC,Omnivore,CHIROPTERA
1586,Glossophaga soricina,14858410.3022996,9.97,LC,Herbivore,CHIROPTERA
1587,Glyphonycteris behnii,1037073.2376928001,13.76,DD,Omnivore,CHIROPTERA
1588,Glyphonycteris daviesi,4659985.90969949,18.61,LC,Omnivore,CHIROPTERA
1589,Glyphonycteris sylvestris,6011996.7146595,8.91,LC,Insectivore,CHIROPTERA
1590,Glyphotes simus,20212.4946463253,590.0703712999999,DD,Herbivore,RODENTIA
1591,Golunda ellioti,2864575.37572088,60.73,LC,Herbivore,RODENTIA
1594,Gracilinanus aceramarcae,27595.4809986875,20.5,LC,Omnivore,DIDELPHIMORPHIA
1595,Gracilinanus agilis,3609142.69992891,22.03,LC,Omnivore,DIDELPHIMORPHIA
1596,Gracilinanus dryas,30098.1649057452,18.53,LC,Omnivore,DIDELPHIMORPHIA
1597,Gracilinanus emiliae,174120.23377720802,7.59,DD,Omnivore,DIDELPHIMORPHIA
1598,Gracilinanus marica,329096.279185234,23.8,LC,Omnivore,DIDELPHIMORPHIA
1599,Gracilinanus microtarsus,631663.9759682689,29.3,LC,Omnivore,DIDELPHIMORPHIA
1600,Grammomys aridulus,25446.341685239302,47.34722201,DD,Omnivore,RODENTIA
1601,Grammomys buntingi,174205.55353151,47.34722201,DD,Omnivore,RODENTIA
1602,Grammomys caniceps,41169.2619018335,47.34722201,DD,Omnivore,RODENTIA
1603,Grammomys cometes,417998.143819275,45.0,LC,Omnivore,RODENTIA
1604,Grammomys dolichurus,3257251.84928997,41.85,LC,Omnivore,RODENTIA
1605,Grammomys dryas,23110.403125431698,63.85388804,NT,Omnivore,RODENTIA
1606,Grammomys gigas,1912.1361414594896,63.85388804,EN,Omnivore,RODENTIA
1607,Grammomys ibeanus,215705.062735485,41.19,LC,Omnivore,RODENTIA
1608,Grammomys kuru,2284481.98672954,50.03,LC,Omnivore,RODENTIA
1609,Grammomys macmillani,243998.49354221302,37.01,LC,Omnivore,RODENTIA
1610,Grammomys minnae,10922.7275333515,35.99,VU,Omnivore,RODENTIA
1611,Graomys domorum,101529.241500663,102.0,LC,Herbivore,RODENTIA
1612,Graomys edithae,408.106302955739,40.4,DD,Herbivore,RODENTIA
1613,Graomys griseoflavus,2012582.24969353,68.32,LC,Herbivore,RODENTIA
1614,Graphiurus angolensis,214684.15705409198,23.82218973,DD,Omnivore,RODENTIA
1615,Graphiurus christyi,394070.489395216,3.015691219,LC,Omnivore,RODENTIA
1616,Graphiurus crassicaudatus,509777.96335573896,23.82218973,DD,Omnivore,RODENTIA
1617,Graphiurus johnstoni,7321.0757023921,23.82218973,DD,Omnivore,RODENTIA
1618,Graphiurus kelleni,2773770.98312909,10.5,LC,Omnivore,RODENTIA
1619,Graphiurus lorraineus,3472143.44115773,27.00440498,LC,Omnivore,RODENTIA
1620,Graphiurus microtis,3300458.45083638,3.365900551,LC,Omnivore,RODENTIA
1621,Graphiurus monardi,35743.0732079914,23.82218973,DD,Omnivore,RODENTIA
1622,Graphiurus murinus,966155.444216438,20.07,LC,Omnivore,RODENTIA
1623,Graphiurus nagtglasii,882351.202809805,30.0,LC,Omnivore,RODENTIA
1624,Graphiurus ocularis,323125.64711853804,68.8,LC,Omnivore,RODENTIA
1625,Graphiurus platyops,340551.543876972,46.1,LC,Omnivore,RODENTIA
1626,Graphiurus rupicola,54377.6976408767,3.365900551,LC,Omnivore,RODENTIA
1627,Graphiurus surdus,68788.3660495488,26.0,DD,Omnivore,RODENTIA
1628,Gulo gulo,24394376.489523,12792.49,LC,Omnivore,CARNIVORA
1630,Gymnuromys roberti,77428.3774253641,97.5,LC,Omnivore,RODENTIA
1631,Habromys chinanteco,83.0370068139284,40.0,CR,Omnivore,RODENTIA
1632,Habromys delicatulus,820.417032074783,49.098,EN,Omnivore,RODENTIA
1633,Habromys ixtlani,92.15144840361471,40.5,CR,Omnivore,RODENTIA
1634,Habromys lepturus,86.00351507605741,84.99,CR,Omnivore,RODENTIA
1635,Habromys lophurus,25199.0254488642,40.0,NT,Omnivore,RODENTIA
1636,Habromys schmidlyi,90.3359395702297,49.098,CR,Omnivore,RODENTIA
1637,Habromys simulatus,1451.4074006607598,40.0,EN,Omnivore,RODENTIA
1638,Hadromys humei,2051.04757295865,59.0,EN,Herbivore,RODENTIA
1639,Hadromys yunnanensis,2704.54834131054,59.0,DD,Herbivore,RODENTIA
1640,Haeromys margarettae,2172.94623299778,12.55,DD,Omnivore,RODENTIA
1641,Haeromys minahassae,1377.1140165776699,14.7,VU,Herbivore,RODENTIA
1642,Haeromys pusillus,40133.7948217462,10.4,VU,Omnivore,RODENTIA
1643,Handleyomys alfaroi,838400.1288395929,33.3,LC,Omnivore,RODENTIA
1644,Handleyomys chapmani,36270.8992969606,49.995,LC,Omnivore,RODENTIA
1645,Handleyomys fuscatus,79253.0175683283,49.5,LC,Omnivore,RODENTIA
1646,Handleyomys intectus,9776.97978906634,60.5,LC,Omnivore,RODENTIA
1647,Handleyomys melanotis,138450.878406182,49.995,LC,Omnivore,RODENTIA
1648,Handleyomys rhabdops,8208.7551591341,33.0,VU,Omnivore,RODENTIA
1649,Handleyomys rostratus,548404.3205639629,42.5,LC,Omnivore,RODENTIA
1650,Handleyomys saturatior,108657.117502924,33.0,NT,Omnivore,RODENTIA
1653,Hapalemur griseus,85665.6962804685,916.0,VU,Herbivore,PRIMATES
1654,Hapalemur meridionalis,6546.62176896734,935.0,VU,Herbivore,PRIMATES
1655,Hapalemur occidentalis,39776.365378716204,1000.0,VU,Herbivore,PRIMATES
1656,Hapalomys delacouri,388134.009334022,64.3,VU,Herbivore,RODENTIA
1657,Hapalomys longicaudatus,477.71345290097196,70.0,EN,Herbivore,RODENTIA
1658,Haplonycteris fischeri,264779.283704927,18.25,LC,Herbivore,CHIROPTERA
1659,Harpiocephalus harpia,904195.8287923529,13.65,LC,Insectivore,CHIROPTERA
1660,Harpiola grisea,864.083767844543,10.17892383,DD,Insectivore,CHIROPTERA
1661,Harpiola isodon,11832.8112974102,10.17892383,DD,Insectivore,CHIROPTERA
1662,Harpyionycteris celebensis,169411.149977279,116.77,VU,Herbivore,CHIROPTERA
1663,Harpyionycteris whiteheadi,171865.465994826,135.48,LC,Herbivore,CHIROPTERA
1664,Heimyscus fumosus,477491.154471251,17.2,LC,Omnivore,RODENTIA
1665,Helarctos malayanus,1113519.66705245,57075.78,VU,Omnivore,CARNIVORA
1666,Heliophobius argenteocinereus,2122615.23793588,159.46,LC,Herbivore,RODENTIA
1667,Heliosciurus gambianus,4714372.50492704,248.36,LC,Omnivore,RODENTIA
1668,Heliosciurus mutabilis,1063836.97422987,390.0,LC,Omnivore,RODENTIA
1669,Heliosciurus punctatus,325700.897027992,173.85,DD,Omnivore,RODENTIA
1670,Heliosciurus rufobrachium,2935775.08890349,332.88,LC,Omnivore,RODENTIA
1671,Heliosciurus ruwenzorii,140580.94718900401,291.0,LC,Omnivore,RODENTIA
1672,Heliosciurus undulatus,129267.435905929,347.33,DD,Omnivore,RODENTIA
1673,Helogale hirtula,912501.453301402,484.63,LC,Omnivore,CARNIVORA
1674,Helogale parvula,6918503.91420136,281.83,LC,Insectivore,CARNIVORA
1675,Hemibelideus lemuroides,2913.76788429699,993.59,NT,Herbivore,DIPROTODONTIA
1676,Hemicentetes nigriceps,39236.4875414664,102.99,LC,Insectivore,AFROSORICIDA
1677,Hemicentetes semispinosus,122554.357556734,134.0,LC,Insectivore,AFROSORICIDA
1678,Hemiechinus auritus,8465496.90763547,322.04,LC,Omnivore,EULIPOTYPHLA
1679,Hemiechinus collaris,272308.565512868,141.0,LC,Omnivore,EULIPOTYPHLA
1680,Hemigalus derbyanus,1354858.34746736,1262.7,NT,Insectivore,CARNIVORA
1681,Hemitragus jemlahicus,124007.943291488,68616.43,NT,Herbivore,CETARTIODACTYLA
1682,Herpestes brachyurus,1271946.61489828,1396.16,NT,Omnivore,CARNIVORA
1683,Herpestes edwardsii,4314164.46532968,1324.2,LC,Insectivore,CARNIVORA
1684,Herpestes flavescens,218032.509214588,750.0,LC,Omnivore,CARNIVORA
1685,Herpestes fuscus,42989.009055516,1348.963,LC,Omnivore,CARNIVORA
1686,Herpestes ichneumon,14478952.360981198,2980.02,LC,Omnivore,CARNIVORA
1687,Herpestes javanicus,1601958.35116468,750.0,LC,Carnivore,CARNIVORA
1688,Herpestes naso,2656378.51745884,3002.08,LC,Omnivore,CARNIVORA
1689,Herpestes ochraceus,506949.09331455705,549.997,LC,Omnivore,CARNIVORA
1690,Herpestes pulverulentus,770354.787488137,742.0,LC,Insectivore,CARNIVORA
1691,Herpestes sanguineus,16793515.258769,500.0,LC,Insectivore,CARNIVORA
1692,Herpestes semitorquatus,732632.574981565,1523.854615,NT,Omnivore,CARNIVORA
1693,Herpestes smithii,1895779.21652092,1702.5,LC,Insectivore,CARNIVORA
1694,Herpestes urva,70447.5522409791,2384.19,LC,Carnivore,CARNIVORA
1695,Herpestes vitticollis,151383.587904561,2380.0,LC,Omnivore,CARNIVORA
1696,Hesperoptenus blanfordi,460430.123584841,6.91,LC,Insectivore,CHIROPTERA
1697,Hesperoptenus doriae,6861.279709585489,11.605,DD,Insectivore,CHIROPTERA
1698,Hesperoptenus gaskelli,8.960495814177381,11.605,DD,Insectivore,CHIROPTERA
1699,Hesperoptenus tickelli,1051792.77533349,16.3,LC,Insectivore,CHIROPTERA
1700,Hesperoptenus tomesi,44404.3402815028,11.605,VU,Insectivore,CHIROPTERA
1701,Heterocephalus glaber,1349750.76109297,39.36,LC,Herbivore,RODENTIA
1702,Heterohyrax brucei,5937569.34945431,2453.66,LC,Herbivore,HYRACOIDEA
1703,Heteromys anomalus,296899.047765197,69.06,LC,Herbivore,RODENTIA
1704,Heteromys australis,226886.690652021,267.49,LC,Herbivore,RODENTIA
1705,Heteromys desmarestianus,476861.293882354,74.0,LC,Omnivore,RODENTIA
1706,Heteromys gaumeri,167156.988500325,63.59,LC,Herbivore,RODENTIA
1707,Heteromys nelsoni,4649.721958787511,67.55,EN,Herbivore,RODENTIA
1708,Heteromys oasicus,2513.72163039892,102.7483333,EN,Herbivore,RODENTIA
1709,Heteromys oresterus,1327.4328609219199,74.8,LC,Herbivore,RODENTIA
1710,Heteromys teleus,39648.5057474225,102.7483333,VU,Herbivore,RODENTIA
1714,Hipposideros abae,2073433.23794346,21.81,LC,Insectivore,CHIROPTERA
1715,Hipposideros armiger,4475406.51645216,49.99,LC,Insectivore,CHIROPTERA
1716,Hipposideros ater,3677529.79157992,5.86,LC,Insectivore,CHIROPTERA
1717,Hipposideros beatus,1589528.96815729,6.7,LC,Insectivore,CHIROPTERA
1718,Hipposideros bicolor,1584431.74092027,8.39,LC,Insectivore,CHIROPTERA
1719,Hipposideros boeadii,380.55418445231595,21.81,DD,Insectivore,CHIROPTERA
1720,Hipposideros breviceps,626.416365069448,21.81,DD,Insectivore,CHIROPTERA
1721,Hipposideros caffer,6346904.86383642,9.46,LC,Insectivore,CHIROPTERA
1722,Hipposideros calcaratus,217484.07499908103,21.81,LC,Insectivore,CHIROPTERA
1723,Hipposideros camerunensis,11192.4890686768,21.81,DD,Insectivore,CHIROPTERA
1724,Hipposideros cervinus,1964373.55502919,8.51,LC,Insectivore,CHIROPTERA
1725,Hipposideros cineraceus,2203629.64138889,3.84,LC,Insectivore,CHIROPTERA
1726,Hipposideros commersoni,513160.069732082,89.99,NT,Insectivore,CHIROPTERA
1727,Hipposideros coronatus,986.316261736382,21.81,DD,Insectivore,CHIROPTERA
1728,Hipposideros corynophyllus,1988.0900713388398,15.07,LC,Insectivore,CHIROPTERA
1729,Hipposideros coxi,2684.5667043181797,21.81,EN,Insectivore,CHIROPTERA
1730,Hipposideros crumeniferus,2405.49924396223,21.81,DD,Insectivore,CHIROPTERA
1731,Hipposideros curtus,135223.991684205,21.81,VU,Insectivore,CHIROPTERA
1732,Hipposideros cyclops,2329863.57535752,32.92,LC,Insectivore,CHIROPTERA
1733,Hipposideros demissus,3331.87674136818,21.81,VU,Insectivore,CHIROPTERA
1734,Hipposideros diadema,3318837.88741596,46.9,LC,Insectivore,CHIROPTERA
1735,Hipposideros dinops,24099.261907095697,21.81,DD,Insectivore,CHIROPTERA
1736,Hipposideros doriae,1251661.7510619,4.24,NT,Insectivore,CHIROPTERA
1737,Hipposideros durgadasi,19888.856080015,21.81,VU,Insectivore,CHIROPTERA
1738,Hipposideros dyacorum,764978.900742347,21.81,LC,Insectivore,CHIROPTERA
1739,Hipposideros edwardshilli,1985.7917262837198,21.81,VU,Insectivore,CHIROPTERA
1740,Hipposideros fuliginosus,1104121.06575156,21.81,LC,Insectivore,CHIROPTERA
1741,Hipposideros fulvus,2263748.08715381,8.83,LC,Insectivore,CHIROPTERA
1742,Hipposideros galeritus,2343871.04930763,10.17,LC,Insectivore,CHIROPTERA
1743,Hipposideros gigas,3575100.50742296,115.42,LC,Insectivore,CHIROPTERA
1744,Hipposideros grandis,185987.327727295,21.81,LC,Insectivore,CHIROPTERA
1747,Hipposideros inexpectatus,475.032203135152,21.81,DD,Insectivore,CHIROPTERA
1749,Hipposideros jonesi,1270860.12751388,5.49,NT,Insectivore,CHIROPTERA
1750,Hipposideros khaokhouayensis,17746.1175247896,21.81,VU,Insectivore,CHIROPTERA
1751,Hipposideros lamottei,410.88810157156195,21.81,CR,Insectivore,CHIROPTERA
1752,Hipposideros lankadiva,712586.188905237,44.76,LC,Insectivore,CHIROPTERA
1753,Hipposideros larvatus,3287880.63973763,19.95,LC,Insectivore,CHIROPTERA
1754,Hipposideros lekaguli,96007.516464595,31.08,NT,Insectivore,CHIROPTERA
1755,Hipposideros lylei,1013286.18227056,40.0,LC,Insectivore,CHIROPTERA
1756,Hipposideros macrobullatus,12286.4323849034,21.81,DD,Insectivore,CHIROPTERA
1757,Hipposideros madurae,66492.7083623728,21.81,LC,Insectivore,CHIROPTERA
1758,Hipposideros maggietaylorae,242444.65719557102,16.1,LC,Insectivore,CHIROPTERA
1759,Hipposideros marisae,31351.577758570602,21.81,VU,Insectivore,CHIROPTERA
1760,Hipposideros megalotis,943711.89921524,21.81,LC,Insectivore,CHIROPTERA
1761,Hipposideros muscinus,116471.973395379,21.81,LC,Insectivore,CHIROPTERA
1762,Hipposideros nequam,68.4077032348614,21.81,DD,Insectivore,CHIROPTERA
1763,Hipposideros obscurus,150981.483210684,9.6,LC,Insectivore,CHIROPTERA
1764,Hipposideros orbiculus,1922.5077222946802,21.81,VU,Insectivore,CHIROPTERA
1765,Hipposideros papua,23023.67158325,21.81,LC,Insectivore,CHIROPTERA
1766,Hipposideros pelingensis,177328.160836717,21.81,NT,Insectivore,CHIROPTERA
1767,Hipposideros pomona,2840896.12582649,6.2,LC,Insectivore,CHIROPTERA
1768,Hipposideros pratti,2242962.08012694,21.81,LC,Insectivore,CHIROPTERA
1769,Hipposideros pygmaeus,47480.3913669056,3.53,LC,Insectivore,CHIROPTERA
1770,Hipposideros ridleyi,219042.951528187,9.59,VU,Insectivore,CHIROPTERA
1771,Hipposideros rotalis,29363.534823540802,21.81,LC,Insectivore,CHIROPTERA
1772,Hipposideros ruber,9062002.16748518,10.61,LC,Insectivore,CHIROPTERA
1773,Hipposideros scutinares,23765.3914676709,21.81,VU,Insectivore,CHIROPTERA
1774,Hipposideros semoni,76339.2846199855,14.0,LC,Insectivore,CHIROPTERA
1775,Hipposideros sorenseni,254.475116584925,21.81,VU,Insectivore,CHIROPTERA
1776,Hipposideros speoris,1225278.45242364,10.39,LC,Insectivore,CHIROPTERA
1777,Hipposideros stenotis,489413.649849979,12.0,LC,Insectivore,CHIROPTERA
1778,Hipposideros sumbae,42530.11672366,21.81,LC,Insectivore,CHIROPTERA
1779,Hipposideros thomensis,856.807788524572,21.81,LC,Insectivore,CHIROPTERA
1780,Hipposideros turpis,48815.9892469283,33.31,NT,Insectivore,CHIROPTERA
1781,Hipposideros vittatus,4007008.5680767996,21.81,NT,Insectivore,CHIROPTERA
1782,Hipposideros wollastoni,33302.6022280447,6.93,LC,Insectivore,CHIROPTERA
1785,Histiotus alienus,696900.409664836,11.16,DD,Insectivore,CHIROPTERA
1786,Histiotus humboldti,164023.960361599,11.16,DD,Insectivore,CHIROPTERA
1787,Histiotus laephotis,285856.805440009,11.16,NT,Insectivore,CHIROPTERA
1788,Histiotus macrotus,462170.269673091,11.0,LC,Insectivore,CHIROPTERA
1789,Histiotus magellanicus,330086.54552657803,11.16,LC,Insectivore,CHIROPTERA
1790,Histiotus montanus,3290996.15138481,11.16,LC,Insectivore,CHIROPTERA
1791,Histiotus velatus,3135711.79353456,11.32,DD,Insectivore,CHIROPTERA
1792,Hodomys alleni,214221.3571752,367.59,LC,Herbivore,RODENTIA
1793,Holochilus brasiliensis,2878505.62691109,155.0,LC,Herbivore,RODENTIA
1794,Holochilus chacarius,766923.361301978,204.0,LC,Omnivore,RODENTIA
1795,Holochilus sciureus,9319852.06431757,120.42,LC,Omnivore,RODENTIA
1796,Hoolock hoolock,319517.871979654,6700.0,EN,Herbivore,PRIMATES
1798,Hoplomys gymnurus,332781.883488377,281.42,LC,Omnivore,RODENTIA
1800,Hybomys badius,17217.0217370925,63.85388804,EN,Omnivore,RODENTIA
1801,Hybomys basilii,588.929011968439,63.85388804,EN,Omnivore,RODENTIA
1802,Hybomys lunaris,2216.95256573188,42.995,VU,Omnivore,RODENTIA
1803,Hybomys planifrons,239879.553906394,49.6,LC,Omnivore,RODENTIA
1804,Hybomys trivirgatus,387198.511577307,60.08,LC,Omnivore,RODENTIA
1805,Hybomys univittatus,2240781.54102677,54.46,LC,Omnivore,RODENTIA
1806,Hydrochoerus hydrochaeris,13395889.2339423,48144.91,LC,Herbivore,RODENTIA
1807,Hydrochoerus isthmius,316310.672965347,21267.32,DD,Herbivore,RODENTIA
1808,Hydromys chrysogaster,3705392.62584758,626.17,LC,Carnivore,RODENTIA
1809,Hydromys hussoni,840.159447996684,626.17,DD,Carnivore,RODENTIA
1810,Hydromys neobritannicus,35333.4434085318,626.17,DD,Carnivore,RODENTIA
1811,Hydromys ziegleri,50.931983287584295,626.17,DD,Carnivore,RODENTIA
1812,Hydropotes inermis,181922.921718128,12760.04,VU,Herbivore,CETARTIODACTYLA
1814,Hyladelphys kalinowskii,2405718.44048864,196.8175859,LC,Omnivore,DIDELPHIMORPHIA
1815,Hylaeamys acritus,88944.2376158929,52.71727801,DD,Omnivore,RODENTIA
1816,Hylaeamys laticeps,173831.702995771,49.11,NT,Omnivore,RODENTIA
1817,Hylaeamys megacephalus,5971593.79262975,55.0,LC,Omnivore,RODENTIA
1818,Hylaeamys oniscus,83828.8243924696,52.71727801,NT,Omnivore,RODENTIA
1819,Hylaeamys perenensis,1991968.5144354,46.25861204,LC,Omnivore,RODENTIA
1820,Hylaeamys tatei,2652.40961831274,52.71727801,DD,Omnivore,RODENTIA
1821,Hylaeamys yunganus,5299586.67545856,60.5005,LC,Omnivore,RODENTIA
1822,Hylobates agilis,385727.49494491797,5829.08,EN,Omnivore,PRIMATES
1823,Hylobates albibarbis,199695.86377983802,5820.0,EN,Omnivore,PRIMATES
1825,Hylobates lar,637579.345650224,5578.61,EN,Herbivore,PRIMATES
1827,Hylobates muelleri,525129.492425677,5909.81,EN,Omnivore,PRIMATES
1829,Hylochoerus meinertzhageni,2147896.04799539,198130.5,LC,Herbivore,CETARTIODACTYLA
1830,Hylomys megalotis,8666.74765806739,51.305,DD,Insectivore,EULIPOTYPHLA
1831,Hylomys parvus,9948.26356478934,45.0,VU,Insectivore,EULIPOTYPHLA
1832,Hylomys suillus,1634249.99643755,57.61,LC,Insectivore,EULIPOTYPHLA
1833,Hylomyscus aeta,2618028.51733419,22.13,LC,Omnivore,RODENTIA
1834,Hylomyscus alleni,1510866.92882795,19.94,LC,Omnivore,RODENTIA
1835,Hylomyscus baeri,53952.0818779432,33.16,EN,Omnivore,RODENTIA
1836,Hylomyscus carillus,280113.453189578,24.02,LC,Omnivore,RODENTIA
1837,Hylomyscus denniae,17471.5235601335,35.99,LC,Omnivore,RODENTIA
1838,Hylomyscus grandis,422.33542626653,20.0,CR,Omnivore,RODENTIA
1839,Hylomyscus parvus,491928.86680747796,14.49,LC,Omnivore,RODENTIA
1840,Hylomyscus stella,89591.24046397359,18.99,LC,Omnivore,RODENTIA
1841,Hylonycteris underwoodi,201149.236045265,7.5,LC,Herbivore,CHIROPTERA
1842,Hylopetes alboniger,1399086.87540819,255.38,LC,Omnivore,RODENTIA
1843,Hylopetes bartelsi,62.204631247388804,191.99,DD,Omnivore,RODENTIA
1844,Hylopetes nigripes,11504.7369818923,534.0,NT,Omnivore,RODENTIA
1845,Hylopetes phayrei,1105517.39871649,226.99,LC,Herbivore,RODENTIA
1846,Hylopetes platyurus,527205.827572161,56.98,DD,Omnivore,RODENTIA
1847,Hylopetes sipora,616.074768173468,89.2,EN,Omnivore,RODENTIA
1848,Hylopetes spadiceus,1145174.85846505,118.1,LC,Omnivore,RODENTIA
1849,Hylopetes winstoni,222.06622710557002,191.99,DD,Omnivore,RODENTIA
1850,Hyomys dammermani,109116.73075098901,932.5,DD,Herbivore,RODENTIA
1851,Hyomys goliath,110796.727102895,866.74,LC,Herbivore,RODENTIA
1852,Hyosciurus heinrichi,32128.5829531106,296.0,LC,Insectivore,RODENTIA
1853,Hyosciurus ileile,9499.8475107055,315.0,VU,Herbivore,RODENTIA
1854,Hyperacrius fertilis,76378.5527839337,22.25,NT,Herbivore,RODENTIA
1855,Hyperacrius wynnei,26480.8544180046,52.6,LC,Herbivore,RODENTIA
1857,Hypsignathus monstrosus,2860594.0800677002,336.97,LC,Herbivore,CHIROPTERA
1858,Hypsiprymnodon moschatus,10503.3979613346,534.25,LC,Omnivore,DIPROTODONTIA
1859,Hystrix africaeaustralis,7623760.02224153,14936.02,LC,Herbivore,RODENTIA
